manufacturing_projects,total_project_investment_crore,grade_A,grade_B,grade_C,grade_D,grade_E,green_ews,amber_ews,red_ews,high_monitoring_priority,low_information_quality,senior_credit_review_cases
12,164301,5,4,0,2,1,9,2,1,3,0,1
