simulation_id,SEM-0001,SEM-0002,SEM-0003,SEM-0004,SEM-0005,SEM-0006,SEM-0007,SEM-0008,SEM-0009,SEM-0010,SEM-0011,SEM-0012
81,54.30081878060105,89.98165175886915,60.51279718236102,67.02384672872988,65.85410414320766,53.057863815062504,52.610990709809414,52.64463072337482,51.65815708155465,51.79972675117387,70.46560848669301,69.86391718714921
82,43.99996942952299,87.18048167580176,57.71162709929363,64.22267664566249,63.052934060140274,49.923302278160506,49.47642917290742,49.510069186472826,48.52359554465265,48.665165214271866,68.29886971639803,67.69717841685421
83,45.46238711163641,86.02955015709102,56.56069558058289,63.071745126951754,61.90200254142953,50.34486196933495,49.89798886408187,49.93162887764727,48.94515523582711,49.086724905446324,68.6399255512459,68.0382342517021
84,51.491497429488106,89.69349958277947,60.22464500627135,66.73569455264021,65.565951967118,52.55960402290689,52.11273091765381,52.146370931219224,51.15989728939905,51.30146695901826,70.29837098751902,69.69667968797522
85,44.55313542095129,88.52002825190107,59.05117367539293,65.5622232217618,64.39248063623958,48.117782178807204,47.670909073554114,47.70454908711952,46.718075445299355,46.85964511491857,67.74366208969494,67.14197079015113
86,53.55089232944091,88.75514958285422,59.28629500634608,65.79734455271495,64.62760196719273,51.488144132043345,51.041271026790255,51.074911040355666,50.088437398535504,50.23000706815471,69.72707188874342,69.12538058919961
87,44.799751415536534,84.1113509792223,54.64249640271416,61.153545949083025,59.9838033635608,54.100673747161835,53.653800641908745,53.68744065547415,52.70096701365399,52.8425366832732,70.35912093594897,69.75742963640515
88,50.37753437268968,86.25047762480588,56.78162304829776,63.29267259466662,62.122930009144405,49.820405823498035,49.37353271824496,49.40717273181037,48.420699089990194,48.56226875960941,69.03582306669392,68.4341317671501
89,54.14026305059624,90.37978927613334,60.91093469962521,67.42198424599407,66.25224166047185,51.91245588235509,51.465582777102,51.49922279066741,50.51274914884725,50.65431881846646,70.16744700875911,69.5657557092153
90,43.136184020486674,84.76394093480472,55.295086358296594,61.80613590466546,60.636393319143245,50.01468146835314,49.56780836310005,49.60144837666546,48.61497473484528,48.756544404464506,68.45465495278894,67.85296365324514
91,39.846950550995786,82.86831321456026,53.399458638052145,59.910508184421005,58.74076559889879,49.171600471717184,48.724727366464094,48.7583673800295,47.771893738209336,47.91346340782855,67.86399374482274,67.26230244527893
92,42.620768782843044,84.76614615276897,55.29729157626083,61.8083411226297,60.63859853710748,49.24593076780496,48.79905766255187,48.83269767611728,47.8462240342971,47.98779370391632,68.12209201611502,67.5204007165712
93,44.825868083069196,86.7229795196955,57.25412494318738,63.765174489556244,62.59543190403403,48.6181797028413,48.17130659758821,48.20494661115362,47.21847296933346,47.36004263895267,67.9375415564139,67.3358502568701
94,50.1176941285026,88.09164301972858,58.622788443220465,65.13383798958931,63.9640954040671,51.37452808371085,50.92765497845776,50.96129499202316,49.974821350203,50.11639101982222,69.41702970213167,68.81533840258786
95,44.309091546617736,83.92245477791185,54.45360020140373,60.96464974777259,59.794907162250375,55.91046952231334,55.46359641706026,55.49723643062566,54.510762788805486,54.6523324584247,71.10614764151636,70.50445634197256
96,47.39558237628426,86.62273916944166,57.15388459293352,63.66493413930239,62.495191553780174,49.72918423242905,49.28231112717596,49.31595114074136,48.32947749892119,48.4710471685404,68.76408594032345,68.16239464077964
