ecosystem_observations,observed_target_labeled,observed_positive,observed_negative,observed_unlabeled,temporally_eligible_labeled,temporally_eligible_positive,temporally_eligible_negative,supervised_ml_status,target_level,project_level_npa_target,synthetic_target_used
36,0,0,0,36,0,0,0,INSUFFICIENT_REAL_LABEL_COVERAGE_KEEP_UNSUPERVISED_AND_STRESS_TESTING_PRIMARY,COMPANY_LEVEL,NOT AVAILABLE,NO
