unnamed:_1,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9
MOVEMENT OF NON-PERFORMING ASSETS (NPAs) OF SCHEDULED COMMERCIAL BANKS,,,,,,,,
(Amount in ₹ Crores),,,,,,,,
,,As on March 31,,,,,,
Year,Bank,Gross NPAs,,,,,Net NPAs,
,,Opening Balance,Addition during the Year,Reduction during the Year,Write-off during the Year,Closing Balance,Opening Balance,Closing Balance
,,(2),(3),(4),(5),(6),(7),(8)
,DENA BANK,4393.04,6098.45,1171.34,759.66,8560.49,3014.3,5230.47
,IDBI BANK LIMITED,12684.97,19086.6,1437.08,5459.43,24875.06,5992.52,14643.39
,INDIAN BANK,5670.44,5703.82,1620.8,926.42,8827.04,3146.95,5419.4
,INDIAN OVERSEAS BANK,14922.45,20998.38,3744.56,2127.64,30048.63,9813.33,19212.58
,ORIENTAL BANK OF COMMERCE,7666.22,10371.43,1668.27,1667.7,14701.68,4816.24,9932.15
,PUNJAB AND SIND BANK,3082.19,1959.92,477.69,335.37,4229.05,2266,2949.47
,PUNJAB NATIONAL BANK,25694.86,42251.8,5643.54,6484.79,55818.33,15396.5,35422.56
,SYNDICATE BANK,6442.38,12200.54,3381.06,1429.7,13832.16,3843.65,9014.87
,UCO BANK,10265.05,14942.35,2726.44,1573.23,20907.73,6330.58,11443.59
,UNION BANK OF INDIA,13030.87,12952.87,1021.27,791.58,24170.89,6918.97,14025.94
,UNITED BANK OF INDIA,6552.91,5011.05,1443.53,649.42,9471.01,4081.38,6110.71
,VIJAYA BANK,2443.21,5835.63,1741.9,509.87,6027.07,1659.71,4276.82
,NATIONALISED BANKS,204959.47,295184.89,43025.49,39131.08,417987.79,122722.57,251480.76
,AXIS BANK LIMITED,4110.19,7344.56,2044.71,3322.53,6087.51,1316.71,2522.14
,BANDHAN BANK LIMITED,-,18.77,-,-,18.77,-,10.24
,CITY UNION BANK LIMITED,335.82,428.99,128.05,124.78,511.98,232.79,323.15
,CSB BANK LIMITED,474.81,403.09,288.65,142.34,446.91,364.59,345.15
,DCB BANK LIMITED,186.07,225.49,154.38,59.8,197.38,105.7,97.46
,DHANLAXMI BANK LIMITED,558.29,250.75,238.37,111.75,458.92,252.63,193.19
,FEDERAL BANK LTD,1057.73,1895.41,833.3,452.07,1667.77,373.27,950.01
,HDFC BANK LTD.,3438.38,5712.64,2815.77,1942.42,4392.83,896.28,1320.37
,ICICI BANK LIMITED,15094.69,16710.85,2628.95,2955.34,26221.25,6255.53,12963.08
,IDFC BANK LIMITED,-,3424.9,366.6,-,3058.3,-,1139.04
,INDUSIND BANK LTD,562.92,848.65,354.1,280.65,776.82,210.48,321.75
,JAMMU & KASHMIR BANK LTD,2764.08,2383.22,450.66,328.03,4368.61,1236.32,2163.95
,KARNATAKA BANK LTD,944.21,1125.07,583.76,305.12,1180.4,623.55,795.47
,KARUR VYSYA BANK LTD,677.78,1133.41,357.42,942.59,511.18,280.97,216.17
,KOTAK MAHINDRA BANK LTD.,1237.23,2866.06,976.06,289.12,2838.11,609.08,1261.96
,LAKSHMI VILAS BANK LTD,454.62,196.9,191.01,69.26,391.25,302.49,231.64
,NAINITAL BANK LTD,77.41,57.54,15.49,0.09,119.37,-,27.73
,RBL BANK LTD,111.23,199.68,30.02,72.84,208.05,38.59,124.44
,SOUTH INDIAN BANK LTD,643.45,1609.7,519.63,171.16,1562.36,357.05,1185.26
,TAMILNAD MERCANTILE BANK LTD,318.68,520.91,321.38,99.27,418.94,135.53,200.74
,YES BANK LTD.,313.4009,911.108,217.2231,258.3044,748.9814,87.7247,284.4745
,PRIVATE SECTOR BANKS,33360.9909,48267.698,13515.5331,11927.4644,56185.6914,13679.2847,26677.4145
,AB BANK LIMITED,8.4593,0.4387,-,-,8.898,5.25,3.7
,ABU DHABI COMMERCIAL BANK PJSC,23.1076,-,-,-,23.1076,1.3521,1.3521
,AMERICAN EXPRESS BANKING CORP.,20.2268,172.0644,61.0908,81.5678,49.6326,15.1701,24.7821
,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,-,-,-,-,-,-,-
,"BANK OF AMERICA , NATIONAL ASSOCIATION",14.4838,-,14.4838,-,-,9.8082,-
,BANK OF BAHRAIN & KUWAIT B.S.C.,39.92,88.09,19.82,36.58,71.61,26.32,21.29
,BANK OF CEYLON,1.4,-,0.07,-,1.33,-,-
,BANK OF NOVA SCOTIA,193.1825,191.8562,-,30,355.0387,32.0003,174.1324
,BARCLAYS BANK PLC,311.0591,3.4788,8.6739,120.3492,185.5148,3.1574,0.5719
,BNP PARIBAS,12.17,-,0.09,-,12.08,-,-
,CITIBANK N.A,780.57,752.07,312.95,359.18,860.51,244.88,302.2
,COMMONWEALTH BANK OF AUSTRALIA,-,-,-,-,-,-,-
,COOPERATIEVE RABOBANK U.A.,-,20,-,-,20,-,17
,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,0.59,237.03,-,-,237.62,-,175.58
,CREDIT SUISSE AG,-,-,-,-,-,-,-
,"CTBC BANK CO., LTD.",7.7,60,-,3.89,63.81,1.8,45.26
,DBS BANK INDIA LIMITED,1283.8723,640.6823,156.5735,135.2757,1632.7054,657.5235,766.6062
,DEUTSCHE BANK AG,119.2981,138.6191,44.19,14.6028,199.1244,46.5815,110.4723
,DOHA BANK Q.P.S.C.,-,-,-,-,-,-,-
,FIRST ABU DHABI BANK PJSC,-,-,-,-,-,-,-
,FIRSTRAND BANK LTD,22.1433,43.6502,-,0.0017,65.7918,15.0837,31.3877
,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,791.4574,338.3758,231.6221,62.4251,835.786,238.1173,211.3123
,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,-,48.0059,-,-,48.0059,-,36.0044
,INDUSTRIAL BANK OF KOREA,-,-,-,-,-,-,-
,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,-,-,-,-,-,-,-
,JSC VTB BANK,21.55,-,1.65,-,19.9,18.32,12.65
,KBC BANK NV,5.6175,-,5.6175,-,-,-,-
,KEB HANA BANK,-,-,-,-,-,-,-
,KRUNG THAI BANK PUBLIC COMPANY LIMITED,-,-,-,-,-,-,-
,MASHREQ BANK PSC,0.0006,-,-,0.0006,-,-,-
,MIZUHO BANK LTD,136.6188,0.2198,130.4986,-,6.34,69.4341,-
,"MUFG BANK, LTD.",97.65,-,-,-,97.65,45.72,0.97
,NATIONAL AUSTRALIA BANK,-,-,-,-,-,-,-
,PT BANK MAYBANK INDONESIA TBK,-,-,-,-,-,-,-
,SBERBANK,48.6851,51.1816,-,-,99.8667,41.3766,80.0182
,SBM BANK (INDIA) LIMITED,79.93,9.61,0.05,17.21,72.28,48.66,31.07
,SHINHAN BANK,-,5.827,0.0414,5.7856,-,-,-
,SOCIETE GENERALE,-,-,-,-,-,-,-
,SONALI BANK,2.8095,0.3088,0.0942,-,3.0241,0.5764,0.7374
,STANDARD CHARTERED BANK,6656.38,5161.2051,781.3385,200.7083,10835.5383,230.6403,714.7858
,SUMITOMO MITSUI BANKING CORPORATION,-,-,-,-,-,-,-
,THE ROYAL BANK OF SCOTLAND N.V.,82.1346,0.0077,20.7513,61.312,0.079,5.9286,-
,UNITED OVERSEAS BANK LTD,-,-,-,-,-,-,-
,WESTPAC BANKING CORPORATION,-,-,-,-,-,-,-
,WOORI BANK,-,-,-,-,-,-,-
,FOREIGN BANKS,10761.0163,7962.7214,1789.6056,1128.8888,15805.2433,1757.7001,2761.8828
2015,STATE BANK OF BIKANER AND JAIPUR,2732.78,1687.45,1111.97,363.12,2945.14,1770.85,1769.17
,STATE BANK OF HYDERABAD,5824.2,3049.28,3533.43,355.28,4984.77,2984.89,2348.51
,STATE BANK OF INDIA,61605.35,29435.02,13011.57,21303.46,56725.34,31096.07,27590.58
,STATE BANK OF MYSORE,2818.87,1895.5,1837.66,740.29,2136.42,1630.27,1121.58
,STATE BANK OF PATIALA,3758.35,4708.47,3352.02,755.07,4359.73,2404.52,3049.23
,STATE BANK OF TRAVANCORE,3076.94,4474.93,4140.41,1054.41,2357.05,1928.51,1398.66
,STATE BANK OF INDIA AND ITS ASSOCIATES,79816.49,45250.65,26987.06,24571.63,73508.45,41815.11,37277.73
,AXIS BANK LIMITED,3146.41,2854.39,672.49,1218.12,4110.19,1024.62,1316.71
,CITY UNION BANK LIMITED,293.06,425.09,234.58,147.75,335.82,197.29,232.79
,CSB BANK LIMITED,333.55,464.76,212.66,110.84,474.81,193.24,364.59
,DCB BANK LIMITED,138.45,173.95,79.22,47.11,186.07,74.02,105.7
,DHANLAXMI BANK LIMITED,485.82,337.17,84.51,180.19,558.29,301.88,252.63
,FEDERAL BANK LTD,1087.41,814.1,610.32,233.46,1057.73,321.56,373.27
,HDFC BANK LTD.,2989.28,4790.12,2489.68,1851.34,3438.38,820.03,896.28
,ICICI BANK LIMITED,10505.84,7967.41,1682.42,1696.14,15094.69,3297.96,6255.53
,INDUSIND BANK LTD,620.79,887.29,342.71,602.45,562.92,184.05,210.48
,ING VYSYA BANK LTD,262.9545,1455.926,610.3594,363.2848,745.2363,102.0037,449.0349
,JAMMU & KASHMIR BANK LTD,783.42,2525.8,520.2,24.94,2764.08,101.99,1236.32
,KARNATAKA BANK LTD,835.94,929.83,602.7,218.86,944.21,538.04,623.55
,KARUR VYSYA BANK LTD,279.18,619.23,69.71,150.92,677.78,139.91,280.97
,KOTAK MAHINDRA BANK LTD.,1059.44,753.46,476.89,98.78,1237.23,573.56,609.08
,LAKSHMI VILAS BANK LTD,546.46,256.3,293.66,54.48,454.62,443.39,302.49
,NAINITAL BANK LTD,61.1,26.3,9.66,0.33,77.41,-,-
,RBL BANK LTD,77.75,47.63,8.96,5.19,111.23,30.5,38.59
,SOUTH INDIAN BANK LTD,432.62,499.95,172.17,116.95,643.45,281.67,357.05
,TAMILNAD MERCANTILE BANK LTD,428.02,463.69,517.93,55.1,318.68,209.75,135.53
,YES BANK LTD.,174.9256,387.4583,196.0027,52.9803,313.4009,26.0675,87.7247
,PRIVATE SECTOR BANKS,24542.4201,26679.8543,9886.8321,7229.2151,34106.2272,8861.5312,14128.3196
,ALLAHABAD BANK,8068.04,5021.31,2992.33,1739.06,8357.96,5721.81,5978.89
,ANDHRA BANK,5857.6,3424.25,1281.17,1124.14,6876.54,3342.47,3688.63
,BANK OF BARODA,11875.9,8515.34,2551.24,1578.56,16261.44,6034.76,8069.49
,BANK OF INDIA,11868.6,16651.47,5069.04,1257.79,22193.24,7417.23,13517.57
,BANK OF MAHARASHTRA,2859.85,4633.64,827.75,263.68,6402.06,1840.66,4126.57
,BHARATIYA MAHILA BANK LTD.,-,-,-,-,-,-,-
,CANARA BANK,7570.21,10869.53,3927.56,1472.22,13039.96,5965.46,8740.09
,CENTRAL BANK OF INDIA,11500,6579,4820,1386,11873,6649,6807
,CORPORATION BANK,4736.79,3738.88,589.95,779.05,7106.67,3180.56,4464.98
,DENA BANK,2616.03,3673.99,1381.68,515.3,4393.04,1818.92,3014.3
,IDBI BANK LIMITED,9960.16,6100.81,1767.14,1608.85,12684.98,4902.3,5992.52
,INDIAN BANK,4562.2,3338.87,1680.93,549.7,5670.44,2763.65,3146.95
,INDIAN OVERSEAS BANK,9020.48,12015.96,4027.05,2086.94,14922.45,5658.12,9813.33
,ORIENTAL BANK OF COMMERCE,5617.86,4514.27,1540.97,924.94,7666.22,3904.42,4816.24
,PUNJAB AND SIND BANK,2553.52,1242.42,450.47,263.28,3082.19,1918.6,2266
,PUNJAB NATIONAL BANK,18880.06,16659.56,3925.1,5919.66,25694.86,9916.99,15396.5
,SYNDICATE BANK,4611.13,5499.97,2614.2,1054.52,6442.38,2720.6,3843.65
,UCO BANK,6621.37,7551.31,2506.49,1401.14,10265.05,3556.42,6330.58
,UNION BANK OF INDIA,9563.74,5666.26,1268.42,930.71,13030.87,5340.25,6918.97
,UNITED BANK OF INDIA,7118.01,4087.17,3891.59,760.68,6552.91,4664.11,4081.38
,VIJAYA BANK,1985.86,2826.85,1578.31,791.19,2443.21,1262.37,1659.71
,NATIONALISED BANKS,147447.41,132610.86,48691.39,26407.41,204959.47,88578.7,122673.35
,AB BANK LIMITED,7,1.4593,-,-,8.4593,5.25,5.25
,ABU DHABI COMMERCIAL BANK PJSC,23.104,0.0036,-,-,23.1076,6.9227,1.3521
,AMERICAN EXPRESS BANKING CORP.,19.5153,83.9543,35.9689,47.2739,20.2268,11.0478,15.1701
,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,18.529,-,-,18.529,-,-,-
,"BANK OF AMERICA , NATIONAL ASSOCIATION",-,31.8834,4.4176,12.982,14.4838,-,9.8082
,BANK OF BAHRAIN & KUWAIT B.S.C.,80.26,24.14,56.62,7.86,39.92,57.59,25.27
,BANK OF CEYLON,1.44,-,0.04,-,1.4,-,-
,BANK OF NOVA SCOTIA,193.5284,-,0.3459,-,193.1825,116.4407,32.0003
,BARCLAYS BANK PLC,463.8547,9.1639,18.6004,143.3591,311.0591,88.7219,3.1574
,BNP PARIBAS,16.25,4.15,8.23,-,12.17,-,-
,CITIBANK N.A,1484.2,553.65,930.99,326.29,780.57,701.31,244.88
,COMMONWEALTH BANK OF AUSTRALIA,-,-,-,-,-,-,-
,COOPERATIEVE RABOBANK U.A.,-,-,-,-,-,-,-
,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,17.38,-,16.79,-,0.59,8.39,-
,CREDIT SUISSE AG,-,-,-,-,-,-,-
,"CTBC BANK CO., LTD.",7.75,-,0.05,-,7.7,1.85,1.8
,DBS BANK INDIA LIMITED,2115.6381,292.695,257.0395,867.4213,1283.8723,1544.0377,657.5235
,DEUTSCHE BANK AG,167.3409,94.7858,61.4045,81.4241,119.2981,25.4434,46.5815
,DOHA BANK Q.P.S.C.,-,-,-,-,-,-,-
,FIRSTRAND BANK LTD,34.1632,22.1433,-,34.1632,22.1433,-,15.0837
,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,660.1422,544.7068,270.0008,143.3908,791.4574,97.6227,238.1173
,HSBC BANK OMAN S.A.O.G.,-,-,-,-,-,-,-
,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,-,-,-,-,-,-,-
,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,23.41,-,18.54,4.87,-,-,-
,JSC VTB BANK,-,21.55,-,-,21.55,-,18.32
,KBC BANK N.V.,50.2668,-,6.8825,37.7668,5.6175,-,-
,KRUNG THAI BANK PUBLIC COMPANY LIMITED,-,-,-,-,-,-,-
,MASHREQ BANK PSC,0.0006,-,-,-,0.0006,-,-
,MIZUHO BANK LTD,150.34,564.325,578.0462,-,136.6188,108,69.4341
,"MUFG BANK, LTD.",-,100,2.35,-,97.65,0.8,45.72
,NATIONAL AUSTRALIA BANK,-,-,-,-,-,-,-
,PT BANK MAYBANK INDONESIA TBK,-,-,-,-,-,-,-
,SBERBANK,20,48.6852,20,-,48.6852,17,41.3766
,SBM BANK (INDIA) LIMITED,101.85,22.21,0.28,43.86,79.92,73.84,53.67
,SHINHAN BANK,-,-,-,-,-,-,-
,SOCIETE GENERALE,0.4286,-,0.4286,-,-,-,-
,SONALI BANK,2.9281,0.0654,0.184,-,2.8095,0.8287,0.5764
,STANDARD CHARTERED BANK,5782.6468,1670.0752,610.9475,185.3945,6656.38,306.3474,230.6403
,SUMITOMO MITSUI BANKING CORPORATION,-,-,-,-,-,-,-
,THE ROYAL BANK OF SCOTLAND N.V.,113.5912,7.1299,4.7969,33.7896,82.1346,-5.7431,5.9286
,UBS AG,-,-,-,-,-,-,-
,UNITED OVERSEAS BANK LTD,-,-,-,-,-,-,-
,WESTPAC BANKING CORPORATION,-,-,-,-,-,-,-
,WOORI BANK,-,-,-,-,-,-,-
,FOREIGN BANKS,11555.5579,4096.7761,2902.9533,1988.3743,10761.0064,3165.6999,1761.6601
2014,STATE BANK OF BIKANER AND JAIPUR,2119.49,2123.54,1510.25,-,2732.78,1303.28,1770.85
,STATE BANK OF HYDERABAD,3186.04,4821.82,2183.66,-,5824.2,1448.65,2984.89
,STATE BANK OF INDIA,51189.39,41216.67,17918.21,12882.5,61605.35,21956.48,31096.07
,STATE BANK OF MYSORE,2080.63,2097.54,1359.3,-,2818.87,1208.75,1630.27
,STATE BANK OF PATIALA,2453.04,4064,2758.69,-,3758.35,1194.21,2404.52
,STATE BANK OF TRAVANCORE,1749.88,4932.22,3605.16,-,3076.94,988.58,1928.5
,STATE BANK OF INDIA AND ITS ASSOCIATES,62778.47,59255.79,29335.27,12882.5,79816.49,28099.95,41815.1
,AXIS BANK LIMITED,2393.42,2547.63,874.49,920.15,3146.41,704.13,1024.62
,CITY UNION BANK LIMITED,173.1,456.21,336.25,-,293.06,96.39,197.29
,CSB BANK LIMITED,210.86,390.36,267.67,-,333.55,99.25,193.24
,DCB BANK LIMITED,214.98,97.07,173.6,-,138.45,49.13,74.02
,DHANLAXMI BANK LIMITED,380.27,488.08,382.53,-,485.82,261.02,301.88
,FEDERAL BANK LTD,1554.01,684.24,679.41,471.43,1087.41,431.94,321.56
,HDFC BANK LTD.,2334.64,4621.79,2485.44,1481.71,2989.28,468.95,820.03
,ICICI BANK LIMITED,9607.75,4531.44,1456.4,2176.95,10505.84,2230.56,3297.96
,INDUSIND BANK LTD,457.78,624.24,280.41,180.82,620.79,136.76,184.05
,ING VYSYA BANK LTD,121.3919,335.1664,141.8807,51.7231,262.9545,9.1,102.0037
,JAMMU & KASHMIR BANK LTD,643.77,410.6,270.95,-,783.42,55.27,101.99
,KARNATAKA BANK LTD,638.86,653.88,456.8,-,835.94,377.75,538.04
,KARUR VYSYA BANK LTD,285.86,147.83,85.35,69.16,279.18,108.74,139.91
,KOTAK MAHINDRA BANK LTD.,758.11,934.24,426.79,206.12,1059.44,311.41,573.56
,LAKSHMI VILAS BANK LTD,459.91,668.69,582.14,-,546.46,283.81,443.39
,NAINITAL BANK LTD,67.26,13.5,19.66,-,61.1,-,-
,RBL BANK LTD,25.9,63.99,12.14,-,77.75,6.88,30.51
,SOUTH INDIAN BANK LTD,433.87,628.42,629.67,-,432.62,249.53,281.67
,TAMILNAD MERCANTILE BANK LTD,214.45,684.29,470.72,-,428.02,106.76,209.75
,YES BANK LTD.,94.3236,398.6703,243.7766,74.2917,174.9256,6.9908,26.0675
,PRIVATE SECTOR BANKS,21070.5155,19380.3367,10276.0773,5632.3548,24542.4201,5994.3708,8861.5412
,ALLAHABAD BANK,5136.99,6021.22,3090.17,-,8068.04,4126.76,5721.81
,ANDHRA BANK,3714.49,2832.35,689.24,-,5857.6,2409.18,3342.47
,BANK OF BARODA,7982.58,6833.93,2940.61,-,11875.9,4192.03,6034.76
,BANK OF INDIA,9309.52,9176.64,5607.76,-,12878.4,6032.64,7690.6
,BANK OF MAHARASHTRA,1137.55,2589.28,866.98,-,2859.85,392.93,1807.32
,BHARATIYA MAHILA BANK LTD.,-,-,-,-,-,-,-
,CANARA BANK,6260.16,8443.62,7133.57,-,7570.21,5278.07,5965.46
,CENTRAL BANK OF INDIA,8456,7569,4525,-,11500,4988,6650
,CORPORATION BANK,2048.23,3555.73,867.17,-,4736.79,1410.88,3180.56
,DENA BANK,1452.45,2419.86,1256.28,-,2616.03,917.18,1818.92
,IDBI BANK LIMITED,6449.98,5706.01,2195.83,-,9960.16,3100.36,4902.3
,INDIAN BANK,3565.48,2832.32,1835.6,-,4562.2,2384.3,2763.65
,INDIAN OVERSEAS BANK,6607.96,6902.4,4489.88,-,9020.48,4027.21,5658.12
,ORIENTAL BANK OF COMMERCE,4183.96,4027.08,2593.18,-,5617.86,2902.66,3904.42
,PUNJAB AND SIND BANK,1536.9,1619.61,602.99,-,2553.52,1110.38,1918.6
,PUNJAB NATIONAL BANK,13465.79,10809.97,5395.7,-,18880.06,7236.5,9916.99
,SYNDICATE BANK,2978.5,3695.11,2062.48,-,4611.13,1124.77,2720.6
,UCO BANK,7130.09,3961.59,4470.31,-,6621.37,4069.31,3556.42
,UNION BANK OF INDIA,6313.83,5478.93,1316.45,912.57,9563.74,3353.37,5340.25
,UNITED BANK OF INDIA,2963.82,8007.3,3853.11,-,7118.01,1969.98,4664.11
,VIJAYA BANK,1532.94,2173.87,1720.95,-,1985.86,909.69,1262.37
,NATIONALISED BANKS,102227.22,104655.82,57513.26,912.57,148457.21,61936.2,88819.73
,AB BANK LIMITED,5.7351,7,5.7351,-,7,4.3701,5.25
,ABU DHABI COMMERCIAL BANK PJSC,0.0282,23.0758,-,-,23.104,-,6.9227
,AMERICAN EXPRESS BANKING CORP.,44.6115,171.9674,197.0636,-,19.5153,31.9301,11.0478
,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,28.0775,-,9.5485,-,18.529,-,-
,"BANK OF AMERICA , NATIONAL ASSOCIATION",-,-,-,-,-,-,-
,BANK OF BAHRAIN & KUWAIT B.S.C.,52.32,98.7,53.05,17.71,80.26,23.39,56.54
,BANK OF CEYLON,1.51,-,0.07,-,1.44,-,-
,BANK OF NOVA SCOTIA,57.9419,139.3459,3.7594,-,193.5284,34.9949,116.4407
,BARCLAYS BANK PLC,554.2957,180.4884,270.9294,-,463.8547,147.3446,88.7219
,BNP PARIBAS,16.25,-,-,-,16.25,-,-
,CITIBANK N.A,1358.73,651.93,526.46,-,1484.2,766.65,701.31
,COMMONWEALTH BANK OF AUSTRALIA,-,-,-,-,-,-,-
,COOPERATIEVE RABOBANK U.A.,-,-,-,-,-,-,-
,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,0.59,16.79,-,-,17.38,-,8.39
,CREDIT SUISSE AG,-,-,-,-,-,-,-
,"CTBC BANK CO., LTD.",52.21,31.42,75.88,-,7.75,26.84,1.85
,DBS BANK INDIA LIMITED,582.0327,1767.6995,36.8725,197.2216,2115.6381,328.9637,1544.0377
,DEUTSCHE BANK AG,154.3845,37.3942,24.4378,-,167.3409,28.6533,25.4434
,FIRSTRAND BANK LTD,22,12.1632,-,-,34.1632,-,-
,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,628.6227,305.7972,274.2777,-,660.1422,119.017,97.6227
,HSBC BANK OMAN S.A.O.G.,-,-,-,-,-,-,-
,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,-,-,-,-,-,-,-
,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,24.41,-,1,-,23.41,-,-
,JSC VTB BANK,-,-,-,-,-,-,-
,KBC BANK N.V.,50.2668,-,-,-,50.2668,-,-
,KRUNG THAI BANK PUBLIC COMPANY LIMITED,-,-,-,-,-,-,-
,MASHREQ BANK PSC,0.0006,-,-,-,0.0006,-,-
,MIZUHO BANK LTD,125.34,28.84,3.84,-,150.34,87.7,108
,"MUFG BANK, LTD.",8.66,0.8,-,-,9.46,0.8,0.8019
,NATIONAL AUSTRALIA BANK,-,-,-,-,-,-,-
,PT BANK MAYBANK INDONESIA TBK,-,-,-,-,-,-,-
,SBERBANK,-,20,-,-,20,-,17
,SBM BANK (INDIA) LIMITED,34.95,276.38,37.02,172.46,101.85,15.39,68.83
,SHINHAN BANK,-,-,-,-,-,-,-
,SOCIETE GENERALE,0.74,-,0.3114,-,0.4286,-,-
,SONALI BANK,1.5331,1.5375,0.1425,-,2.9281,0.2125,0.8287
,STANDARD CHARTERED BANK,3880.0624,3008.4147,1105.8303,-,5782.6468,1009.8172,306.3474
,SUMITOMO MITSUI BANKING CORPORATION,-,-,-,-,-,-,-
,THE ROYAL BANK OF SCOTLAND N.V.,279.595,15.9567,181.9605,-,113.5912,36.5153,-5.7431
,UBS AG,-,-,-,-,-,-,-
,UNITED OVERSEAS BANK LTD,-,-,-,-,-,-,-
,WESTPAC BANKING CORPORATION,-,-,-,-,-,-,-
,WOORI BANK,-,-,-,-,-,-,-
,FOREIGN BANKS,7964.8977,6795.7005,2808.1887,387.3916,11565.0179,2662.5887,3159.6418
2013,STATE BANK OF BIKANER AND JAIPUR,1651.47,1627.88,696.61,463.25,2119.49,945.41,1304.06
,STATE BANK OF HYDERABAD,2007.36,2816.81,1638.13,-,3186.04,1001.95,1448.65
,STATE BANK OF INDIA,39676.46,31993.35,14885.65,5594.77,51189.39,15818.85,21956.48
,STATE BANK OF MYSORE,1502.62,1658.39,1080.38,-,2080.63,768.42,1208.75
,STATE BANK OF PATIALA,1887.75,2033.83,1468.54,-,2453.04,848.42,1194.21
,STATE BANK OF TRAVANCORE,1488.75,2406.55,2145.42,-,1749.88,853.57,988.58
,STATE BANK OF INDIA AND ITS ASSOCIATES,48214.41,42536.81,21914.73,6058.02,62778.47,20236.62,28100.73
,AXIS BANK LIMITED,1806.3,2023.36,584.26,851.98,2393.42,472.64,704.13
,CITY UNION BANK LIMITED,123.54,223.43,173.87,-,173.1,54.04,96.39
,CSB BANK LIMITED,182.93,171.31,143.38,-,210.86,84.21,99.25
,DCB BANK LIMITED,241.8,75.29,102.11,-,214.98,30.24,49.13
,DHANLAXMI BANK LIMITED,104.27,504.78,228.78,-,380.27,58,261.02
,FEDERAL BANK LTD,1300.83,807,542.35,11.47,1554.01,199,431.94
,HDFC BANK LTD.,1999.39,3137.81,1650.61,1151.95,2334.64,352.33,468.95
,ICICI BANK LIMITED,9475.33,3587.06,1808.75,1645.89,9607.75,1860.84,2230.56
,INDUSIND BANK LTD,347.08,527.77,273.06,144.01,457.78,94.67,136.76
,ING VYSYA BANK LTD,149.5129,193.8626,153.1,68.8836,121.3919,52.4922,9.1
,JAMMU & KASHMIR BANK LTD,516.6,455,327.83,-,643.77,49.34,55.27
,KARNATAKA BANK LTD,684.72,413.45,459.31,-,638.86,435.2,377.75
,KARUR VYSYA BANK LTD,320.99,200.54,235.67,-,285.86,78.78,108.74
,KOTAK MAHINDRA BANK LTD.,614.19,464.32,186.96,133.44,758.11,237.38,311.41
,LAKSHMI VILAS BANK LTD,307.73,400.15,247.97,-,459.91,177.09,283.81
,NAINITAL BANK LTD,30.99,57.44,21.17,-,67.26,-,-
,RBL BANK LTD,33.11,40.85,48.06,-,25.9,8.39,6.88
,SOUTH INDIAN BANK LTD,267.16,530.06,363.35,-,433.87,76.51,249.53
,TAMILNAD MERCANTILE BANK LTD,177.48,185.41,148.44,-,214.45,62.6,106.76
,YES BANK LTD.,83.8589,243.7411,125.8752,107.4012,94.3236,17.46,6.9908
,PRIVATE SECTOR BANKS,18767.8118,14242.6337,7824.9052,4115.0248,21070.5155,4401.2122,5994.3708
,ALLAHABAD BANK,2058.98,5891.89,2813.88,-,5136.99,1091.7,4126.76
,ANDHRA BANK,1798.01,2741.67,825.19,-,3714.49,755.85,2409.18
,BANK OF BARODA,4464.75,6843.8,3325.97,-,7982.58,1543.64,4192.03
,BANK OF INDIA,6470.87,7578.07,4739.41,-,9309.53,3842.46,6032.64
,BANK OF MAHARASHTRA,1297.03,807.55,967.03,-,1137.55,469.57,392.93
,CANARA BANK,4031.75,5819.3,3590.89,-,6260.16,3386.31,5278.07
,CENTRAL BANK OF INDIA,7273,5125,3942,-,8456,4600,4988
,CORPORATION BANK,1274.21,1797.3,1023.28,-,2048.23,869.38,1410.88
,DENA BANK,956.5,1119.79,623.84,-,1452.45,571.73,917.18
,IDBI BANK LIMITED,4551.37,2739.69,841.08,-,6449.98,2910.93,3100.36
,INDIAN BANK,1850.78,2892.54,1177.84,-,3565.48,1196.83,2384.3
,INDIAN OVERSEAS BANK,3920.07,5600.61,2912.72,-,6607.96,1907.44,4027.21
,ORIENTAL BANK OF COMMERCE,3580.49,3213.3,2609.83,-,4183.96,2459.03,2902.66
,PUNJAB AND SIND BANK,763.44,1093.6,320.14,-,1536.9,547.56,1110.38
,PUNJAB NATIONAL BANK,8719.62,8647.04,3900.87,-,13465.79,4454.23,7236.5
