candidate_id,company,project_name,project_type,state,approval_year,investment_crore,capacity_value,capacity_unit,project_scope,source,source_url,evidence_text,verification_status,duplicate_status,notes,verification_url,final_url,source_domain,official_domain,http_status,source_status,source_title,matched_keywords,company_name_match,evidence_quality,manual_verification,verification_notes
CAND-0001,,"The Union Cabinet has approved the next phase of Semicon India Programme (Semicon 2.0) with a fiscal outlay of ₹ 1,27,500 crore to accelerate the development of a robust and resilient semiconductor ecosystem in India.",,,,,,,,ISM,https://d2p5j06zete1i7.cloudfront.net/Cms/admin/PressRelease/1784110792.pdf,,NOT_VERIFIED,PENDING,,https://d2p5j06zete1i7.cloudfront.net/Cms/admin/PressRelease/1784110792.pdf,https://d2p5j06zete1i7.cloudfront.net/Cms/admin/PressRelease/1784110792.pdf,d2p5j06zete1i7.cloudfront.net,False,200,SOURCE_ACCESSIBLE,,,False,INSUFFICIENT,PENDING,
CAND-0002,,India Semiconductor Mission,,,,,,,,ISM,https://www.facebook.com/indiasemiconductormission,,NOT_VERIFIED,PENDING,,https://www.facebook.com/indiasemiconductormission,https://www.facebook.com/indiasemiconductormission,www.facebook.com,False,400,HTTP_ERROR,,,False,INSUFFICIENT,PENDING,
CAND-0003,,"SEMICON India 2025 - Building the Next Semiconductor Powerhouse 2nd Sep - 4th Sep 2025 Yashobhoomi (IICC), New Delhi",,,,,,,,ISM,https://ism.gov.in/semicon-india-2025,,READY_FOR_MANUAL_CONFIRMATION,PENDING,,https://ism.gov.in/semicon-india-2025,https://ism.gov.in/semicon-india-2025,ism.gov.in,True,200,SOURCE_ACCESSIBLE,SEMICON India 2025 | ISM,semiconductor; semiconductor fab; fab; chip; packaging; electronics,True,STRONG_OFFICIAL_EVIDENCE,PENDING,
CAND-0004,,"SEMICON INDIA 2024 - Positioning India as a Trusted Partner in the Global Semiconductor Supply Chain 11th Sep - 13th Sep 2024 Greater Noida, Uttar Pradesh",,,,,,,,ISM,https://ism.gov.in/semicon-india-2024,,READY_FOR_MANUAL_CONFIRMATION,PENDING,,https://ism.gov.in/semicon-india-2024,https://ism.gov.in/semicon-india-2024,ism.gov.in,True,200,SOURCE_ACCESSIBLE,SEMICON INDIA 2024 | ISM,semiconductor; semiconductor fab; fabrication; fab; chip; packaging; assembly; testing; electronics,True,STRONG_OFFICIAL_EVIDENCE,PENDING,
CAND-0005,,"Semiconductor Executive' Summit (SES) 2024 - Positioning India as a trusted partner in the global semiconductor supply chain 10th Sept 2024 Bharat Mandapam, New Delhi",,,,,,,,ISM,https://ism.gov.in/ses-2024,,READY_FOR_MANUAL_CONFIRMATION,PENDING,,https://ism.gov.in/ses-2024,https://ism.gov.in/ses-2024,ism.gov.in,True,200,SOURCE_ACCESSIBLE,Semiconductor Executives Summit 2024 | ISM,semiconductor; electronics,True,STRONG_OFFICIAL_EVIDENCE,PENDING,
