ecosystem_projects,manufacturing_projects,clusters,silhouette,hierarchical_ari,bootstrap_ari,policy_scenarios,mean_spearman,risk_weight,scale_weight,max_project_share,max_state_share,stress_index_reduction_pct,highest_relative_vulnerability_project
36,12,6,0.3351039238924425,0.7909407665505227,0.580952948416151,162,0.8918,0.8,0.2,0.15,0.35,23.70497306111808,Tata Electronics Private Limited
