projects,unique_project_ids,duplicate_project_ids,grades_changed_by_phase_7d,model_weights_changed,probability_of_default_estimated,automated_credit_decision,phase_7d_role
12,12,0,NO,NO,NO,NO,REPORTING_AND_EXPLAINABILITY
