state,mean_state_share,min_state_share,max_state_share,state_share_std
Andhra Pradesh,0.0969868506206716,0.0843496866936599,0.1084513838315306,0.0079541786642107
Assam,0.1032990657254464,0.0947321590232235,0.1230963165934412,0.0083818971043216
Gujarat,0.3962381797763907,0.3499999999999999,0.4480396737124866,0.0373753656914028
Odisha,0.2080996872559116,0.1908632481103465,0.2247645444123866,0.0127117487608802
Punjab,0.0884558520285935,0.0721527975174608,0.1033806348896516,0.0103630613803059
Uttar Pradesh,0.1069203645929861,0.1000649277018816,0.1178385472805574,0.0061999652125127
