dataset,column,dtype,non_null,missing,missing_pct,unique_values,zero_variance,near_constant,largest_value_share,infinite_count
Data_Dictionary.xlsx :: SHEET=Sheet1,Variable Name,object,20,0,0.0,20,NO,NO,0.05,0
Data_Dictionary.xlsx :: SHEET=Sheet1,Description,float64,0,20,100.0,0,YES,NO,,0
Data_Dictionary.xlsx :: SHEET=Sheet1,Category,float64,0,20,100.0,0,YES,NO,,0
Data_Dictionary.xlsx :: SHEET=Sheet1,Source,float64,0,20,100.0,0,YES,NO,,0
Data_Dictionary.xlsx :: SHEET=Sheet1,Frequency,float64,0,20,100.0,0,YES,NO,,0
Data_Dictionary.xlsx :: SHEET=Sheet1,Unit,float64,0,20,100.0,0,YES,NO,,0
Data_Dictionary.xlsx :: SHEET=Sheet1,ML Role,float64,0,20,100.0,0,YES,NO,,0
02_Clean_Data/RBI_Sectoral_Credit_Wide_2019_2026.csv,sector_id,object,42,1,2.3256,42,NO,NO,0.02381,0
02_Clean_Data/RBI_Sectoral_Credit_Wide_2019_2026.csv,sr_no,object,42,1,2.3256,42,NO,NO,0.02381,0
02_Clean_Data/RBI_Sectoral_Credit_Wide_2019_2026.csv,sector,object,43,0,0.0,41,NO,NO,0.069767,0
02_Clean_Data/RBI_Sectoral_Credit_Wide_2019_2026.csv,2019,float64,43,0,0.0,43,NO,NO,0.023256,0
02_Clean_Data/RBI_Sectoral_Credit_Wide_2019_2026.csv,2020,float64,43,0,0.0,43,NO,NO,0.023256,0
02_Clean_Data/RBI_Sectoral_Credit_Wide_2019_2026.csv,2021,float64,43,0,0.0,43,NO,NO,0.023256,0
02_Clean_Data/RBI_Sectoral_Credit_Wide_2019_2026.csv,2022,float64,43,0,0.0,43,NO,NO,0.023256,0
02_Clean_Data/RBI_Sectoral_Credit_Wide_2019_2026.csv,2023,float64,43,0,0.0,43,NO,NO,0.023256,0
02_Clean_Data/RBI_Sectoral_Credit_Wide_2019_2026.csv,2024,float64,43,0,0.0,43,NO,NO,0.023256,0
02_Clean_Data/RBI_Sectoral_Credit_Wide_2019_2026.csv,2025,float64,43,0,0.0,43,NO,NO,0.023256,0
02_Clean_Data/RBI_Sectoral_Credit_Wide_2019_2026.csv,2026,float64,43,0,0.0,43,NO,NO,0.023256,0
02_Clean_Data/RBI_Sectoral_Credit_Long_2019_2026.csv,sector_id,object,336,8,2.3256,42,NO,NO,0.02381,0
02_Clean_Data/RBI_Sectoral_Credit_Long_2019_2026.csv,sr_no,object,336,8,2.3256,42,NO,NO,0.02381,0
02_Clean_Data/RBI_Sectoral_Credit_Long_2019_2026.csv,sector,object,344,0,0.0,41,NO,NO,0.069767,0
02_Clean_Data/RBI_Sectoral_Credit_Long_2019_2026.csv,year,int64,344,0,0.0,8,NO,NO,0.125,0
02_Clean_Data/RBI_Sectoral_Credit_Long_2019_2026.csv,credit_crore,float64,344,0,0.0,344,NO,NO,0.002907,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,Use-based category,object,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,Weight,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2023-04-01 00:00:00,float64,6,0,0.0,5,NO,NO,0.333333,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2023-05-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2023-06-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2023-07-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2023-08-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2023-09-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2023-10-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2023-11-01 00:00:00,float64,6,0,0.0,5,NO,NO,0.333333,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2023-12-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2024-01-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2024-02-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2024-03-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2024-04-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2024-05-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2024-06-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2024-07-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2024-08-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2024-09-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2024-10-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2024-11-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2024-12-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2025-01-01 00:00:00,float64,6,0,0.0,5,NO,NO,0.333333,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2025-02-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2025-03-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2025-04-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2025-05-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2025-06-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2025-07-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2025-08-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2025-09-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2025-10-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2025-11-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2025-12-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2026-01-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2026-02-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2026-03-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2026-04-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2026-05-01 00:00:00,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Monthly,2026-06-01 00:00:00,float64,6,0,0.0,5,NO,NO,0.333333,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,Description,object,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,Weights,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2023-04-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2023-05-01 00:00:00,float64,5,0,0.0,4,NO,NO,0.4,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2023-06-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2023-07-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2023-08-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2023-09-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2023-10-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2023-11-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2023-12-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2024-01-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2024-02-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2024-03-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2024-04-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2024-05-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2024-06-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2024-07-01 00:00:00,float64,5,0,0.0,4,NO,NO,0.4,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2024-08-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,nan,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,nan.1,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,nan.2,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2024-12-01 00:00:00,float64,5,0,0.0,4,NO,NO,0.4,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2025-01-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2025-02-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2025-03-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2025-04-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2025-05-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2025-06-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2025-07-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2025-08-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2025-09-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2025-10-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2025-11-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2025-12-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2026-01-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2026-02-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2026-03-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2026-04-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2026-05-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Monthly,2026-06-01 00:00:00,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Annual,Use-based category,object,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Annual,Weight,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Annual,2023-24,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Annual,2024-25,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=UBC-Annual,2025-26,float64,6,0,0.0,6,NO,NO,0.166667,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Annual,Description,object,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Annual,Weights,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Annual,2023-24,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Annual,2024-25,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral-Annual,2025-26,float64,5,0,0.0,5,NO,NO,0.2,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral Weights,NIC 2025,object,37,0,0.0,36,NO,NO,0.054054,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral Weights,Description,object,32,5,13.5135,32,NO,NO,0.03125,0
01_Raw_Data/Industrial_Production/IIP_Dashboard Data_Jun2026-28.07.2026.xlsx :: SHEET=Sectoral Weights,Weights,float64,37,0,0.0,37,NO,NO,0.027027,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Sector Wise,Unnamed: 0,float64,0,31,100.0,0,YES,NO,,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Sector Wise,Unnamed: 1,object,27,4,12.9032,27,NO,NO,0.037037,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Sector Wise,Unnamed: 2,object,25,6,19.3548,20,NO,NO,0.12,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Sector Wise,Unnamed: 3,object,24,7,22.5806,19,NO,NO,0.125,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Sector Wise,Unnamed: 4,object,25,6,19.3548,21,NO,NO,0.12,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Sector Wise,Unnamed: 5,object,24,7,22.5806,21,NO,NO,0.083333,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Sector Wise,Unnamed: 6,object,25,6,19.3548,23,NO,NO,0.08,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Sector Wise,Unnamed: 7,object,24,7,22.5806,21,NO,NO,0.083333,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Sector Wise,Unnamed: 8,object,25,6,19.3548,21,NO,NO,0.12,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Sector Wise,Unnamed: 9,object,24,7,22.5806,23,NO,NO,0.083333,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Sector Wise,Unnamed: 10,object,25,6,19.3548,21,NO,NO,0.08,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Sector Wise,Unnamed: 11,object,24,7,22.5806,19,NO,NO,0.125,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Sector Wise,Unnamed: 12,object,25,6,19.3548,22,NO,NO,0.08,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Sector Wise,Unnamed: 13,object,24,7,22.5806,18,NO,NO,0.125,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Sector Wise,Unnamed: 14,object,25,6,19.3548,3,NO,NO,0.92,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Sector Wise,Unnamed: 15,object,24,7,22.5806,21,NO,NO,0.125,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Credit Range Wise,Unnamed: 0,float64,0,31,100.0,0,YES,NO,,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Credit Range Wise,Unnamed: 1,object,27,4,12.9032,27,NO,NO,0.037037,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Credit Range Wise,Unnamed: 2,object,25,6,19.3548,24,NO,NO,0.08,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Credit Range Wise,Unnamed: 3,object,24,7,22.5806,20,NO,NO,0.083333,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Credit Range Wise,Unnamed: 4,object,25,6,19.3548,24,NO,NO,0.08,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Credit Range Wise,Unnamed: 5,object,24,7,22.5806,23,NO,NO,0.083333,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Credit Range Wise,Unnamed: 6,object,25,6,19.3548,22,NO,NO,0.08,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Credit Range Wise,Unnamed: 7,object,24,7,22.5806,22,NO,NO,0.083333,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Credit Range Wise,Unnamed: 8,object,11,20,64.5161,11,NO,NO,0.090909,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Credit Range Wise,Unnamed: 9,object,10,21,67.7419,7,NO,NO,0.3,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Credit Range Wise,Unnamed: 10,object,25,6,19.3548,23,NO,NO,0.08,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Credit Range Wise,Unnamed: 11,object,24,7,22.5806,19,NO,NO,0.083333,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Credit Range Wise,Unnamed: 12,object,4,27,87.0968,4,NO,NO,0.25,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Credit Range Wise,Unnamed: 13,object,3,28,90.3226,3,NO,NO,0.333333,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Credit Range Wise,Unnamed: 14,object,25,6,19.3548,3,NO,NO,0.92,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Credit Range Wise,Unnamed: 15,object,24,7,22.5806,21,NO,NO,0.125,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Type of Account Wise,Unnamed: 0,float64,0,31,100.0,0,YES,NO,,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Type of Account Wise,Unnamed: 1,object,27,4,12.9032,27,NO,NO,0.037037,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Type of Account Wise,Unnamed: 2,object,25,6,19.3548,25,NO,NO,0.04,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Type of Account Wise,Unnamed: 3,object,24,7,22.5806,22,NO,NO,0.083333,0
01_Raw_Data/Interest_Rates/Weighted Average Lending Rate.xlsx :: SHEET=Type of Account Wise,Unnamed: 4,object,25,6,19.3548,22,NO,NO,0.12,0
