url,official_domain,http_status,reachable,final_url
https://sansad.in/getFile/loksabhaquestions/annex/187/AU6140_qbSWBV.pdf?source=pqals,True,200,YES,https://sansad.in/getFile/loksabhaquestions/annex/187/AU6140_qbSWBV.pdf?source=pqals
