scenario_1,scenario_2,spearman_rho,p_value
2,6,0.9440559440559443,3.927261080965951e-06
2,7,0.8741258741258742,0.0002007130733242317
2,8,0.8531468531468532,0.0004181179404149969
2,9,0.7692307692307694,0.0034464502618274493
2,10,0.8741258741258742,0.0002007130733242317
2,11,0.8531468531468532,0.0004181179404149969
2,12,0.7692307692307694,0.0034464502618274493
2,13,0.8741258741258742,0.0002007130733242317
2,14,0.8531468531468532,0.0004181179404149969
2,15,0.7692307692307694,0.0034464502618274493
2,16,0.8741258741258742,0.0002007130733242317
2,17,0.8531468531468532,0.0004181179404149969
2,18,0.7692307692307694,0.0034464502618274493
2,19,0.9790209790209792,3.0898013985487064e-08
2,20,1.0,0.0
2,21,0.9440559440559443,3.927261080965951e-06
2,22,0.9790209790209792,3.0898013985487064e-08
2,23,1.0,0.0
2,24,0.9440559440559443,3.927261080965951e-06
2,25,0.8741258741258742,0.0002007130733242317
2,26,0.8531468531468532,0.0004181179404149969
2,27,0.7692307692307694,0.0034464502618274493
2,28,0.8741258741258742,0.0002007130733242317
2,29,0.8531468531468532,0.0004181179404149969
2,30,0.7692307692307694,0.0034464502618274493
2,31,0.8741258741258742,0.0002007130733242317
2,32,0.8531468531468532,0.0004181179404149969
2,33,0.7692307692307694,0.0034464502618274493
2,34,0.8741258741258742,0.0002007130733242317
2,35,0.8531468531468532,0.0004181179404149969
2,36,0.7692307692307694,0.0034464502618274493
2,37,0.9790209790209792,3.0898013985487064e-08
2,38,1.0,0.0
2,39,0.9440559440559443,3.927261080965951e-06
2,40,0.9790209790209792,3.0898013985487064e-08
2,41,1.0,0.0
2,42,0.9440559440559443,3.927261080965951e-06
2,43,0.8741258741258742,0.0002007130733242317
2,44,0.8531468531468532,0.0004181179404149969
2,45,0.7692307692307694,0.0034464502618274493
2,46,0.8741258741258742,0.0002007130733242317
2,47,0.8531468531468532,0.0004181179404149969
2,48,0.7692307692307694,0.0034464502618274493
2,49,0.8741258741258742,0.0002007130733242317
2,50,0.8531468531468532,0.0004181179404149969
2,51,0.7692307692307694,0.0034464502618274493
2,52,0.8741258741258742,0.0002007130733242317
