scenario_id,budget_crore,max_project_share_limit,max_state_share_limit,min_project_share_limit,weight_scenario,risk_weight,scale_weight,portfolio_stress_index,project_hhi,state_hhi,actual_max_project_share,actual_max_state_share,stress_reduction_vs_investment_benchmark,stress_reduction_pct,stress_quality,project_diversification_quality,state_diversification_quality,balanced_policy_score
36,5000,0.2,0.55,0.02,scale_heavy,0.55,0.45,60.821841095525826,0.08697994487147014,0.2704286654198179,0.1110927666769479,0.44803967371248665,16.09533535208469,20.925541076052724,0.0,1.0,0.0,0.25
37,5000,0.25,0.35,0.01,risk_heavy,0.8,0.2,58.68398049133178,0.09368292394028858,0.2179954538498514,0.11294042071895997,0.35,18.233195956278735,23.704973061118082,1.0,0.0,1.0,0.75
38,5000,0.25,0.35,0.01,balanced,0.7,0.3,58.99994554256706,0.09298860411263632,0.21819924656526296,0.11469398624501669,0.3500000000000001,17.917230905043454,23.29418698468106,0.8522050265506449,0.10358376783274881,0.9961132894722722,0.7010267776015777
39,5000,0.25,0.35,0.01,scale_heavy,0.55,0.45,59.47870714783995,0.0930516003379794,0.21914423321700968,0.12309631659344128,0.3499999999999999,17.438469299770567,22.67174915299729,0.6282607692245807,0.0941855249475608,0.9780906159901083,0.5821994198467076
40,5000,0.25,0.35,0.02,risk_heavy,0.8,0.2,58.68398049133178,0.09368292394028858,0.2179954538498514,0.11294042071895997,0.35,18.233195956278735,23.704973061118082,1.0,0.0,1.0,0.75
41,5000,0.25,0.35,0.02,balanced,0.7,0.3,58.99994554256706,0.09298860411263632,0.21819924656526296,0.11469398624501669,0.3500000000000001,17.917230905043454,23.29418698468106,0.8522050265506449,0.10358376783274881,0.9961132894722722,0.7010267776015777
42,5000,0.25,0.35,0.02,scale_heavy,0.55,0.45,59.47870714783995,0.0930516003379794,0.21914423321700968,0.12309631659344128,0.3499999999999999,17.438469299770567,22.67174915299729,0.6282607692245807,0.0941855249475608,0.9780906159901083,0.5821994198467076
43,5000,0.25,0.45,0.01,risk_heavy,0.8,0.2,59.23401031070256,0.09059511401485788,0.23872700182050086,0.10513112607126329,0.3949444183817415,17.683166136907957,22.989879443835587,0.7427195120712119,0.46066232547179914,0.6046103728934202,0.6376779306269108
44,5000,0.25,0.45,0.01,balanced,0.7,0.3,59.83640216841548,0.08864209617743041,0.2497909580366798,0.10732038011708465,0.4150877168995299,17.080774279195033,22.206709954868163,0.46094629611356064,0.7520279731004347,0.3935999105376044,0.51688011896629
45,5000,0.25,0.45,0.01,scale_heavy,0.55,0.45,60.821841095525826,0.08697994487147014,0.2704286654198179,0.1110927666769479,0.44803967371248665,16.09533535208469,20.925541076052724,0.0,1.0,0.0,0.25
46,5000,0.25,0.45,0.02,risk_heavy,0.8,0.2,59.23401031070256,0.09059511401485788,0.23872700182050086,0.10513112607126329,0.3949444183817415,17.683166136907957,22.989879443835587,0.7427195120712119,0.46066232547179914,0.6046103728934202,0.6376779306269108
47,5000,0.25,0.45,0.02,balanced,0.7,0.3,59.83640216841548,0.08864209617743041,0.2497909580366798,0.10732038011708465,0.4150877168995299,17.080774279195033,22.206709954868163,0.46094629611356064,0.7520279731004347,0.3935999105376044,0.51688011896629
48,5000,0.25,0.45,0.02,scale_heavy,0.55,0.45,60.821841095525826,0.08697994487147014,0.2704286654198179,0.1110927666769479,0.44803967371248665,16.09533535208469,20.925541076052724,0.0,1.0,0.0,0.25
49,5000,0.25,0.55,0.01,risk_heavy,0.8,0.2,59.23401031070256,0.09059511401485788,0.23872700182050086,0.10513112607126329,0.3949444183817415,17.683166136907957,22.989879443835587,0.7427195120712119,0.46066232547179914,0.6046103728934202,0.6376779306269108
50,5000,0.25,0.55,0.01,balanced,0.7,0.3,59.83640216841548,0.08864209617743041,0.2497909580366798,0.10732038011708465,0.4150877168995299,17.080774279195033,22.206709954868163,0.46094629611356064,0.7520279731004347,0.3935999105376044,0.51688011896629
51,5000,0.25,0.55,0.01,scale_heavy,0.55,0.45,60.821841095525826,0.08697994487147014,0.2704286654198179,0.1110927666769479,0.44803967371248665,16.09533535208469,20.925541076052724,0.0,1.0,0.0,0.25
52,5000,0.25,0.55,0.02,risk_heavy,0.8,0.2,59.23401031070256,0.09059511401485788,0.23872700182050086,0.10513112607126329,0.3949444183817415,17.683166136907957,22.989879443835587,0.7427195120712119,0.46066232547179914,0.6046103728934202,0.6376779306269108
53,5000,0.25,0.55,0.02,balanced,0.7,0.3,59.83640216841548,0.08864209617743041,0.2497909580366798,0.10732038011708465,0.4150877168995299,17.080774279195033,22.206709954868163,0.46094629611356064,0.7520279731004347,0.3935999105376044,0.51688011896629
54,5000,0.25,0.55,0.02,scale_heavy,0.55,0.45,60.821841095525826,0.08697994487147014,0.2704286654198179,0.1110927666769479,0.44803967371248665,16.09533535208469,20.925541076052724,0.0,1.0,0.0,0.25
55,10000,0.15,0.35,0.01,risk_heavy,0.8,0.2,58.68398049133178,0.09368292394028858,0.2179954538498514,0.11294042071895997,0.35,18.233195956278735,23.704973061118082,1.0,0.0,1.0,0.75
56,10000,0.15,0.35,0.01,balanced,0.7,0.3,58.99994554256706,0.09298860411263632,0.21819924656526296,0.11469398624501669,0.3500000000000001,17.917230905043454,23.29418698468106,0.8522050265506449,0.10358376783274881,0.9961132894722722,0.7010267776015777
57,10000,0.15,0.35,0.01,scale_heavy,0.55,0.45,59.47870714783995,0.0930516003379794,0.21914423321700968,0.12309631659344128,0.3499999999999999,17.438469299770567,22.67174915299729,0.6282607692245807,0.0941855249475608,0.9780906159901083,0.5821994198467076
58,10000,0.15,0.35,0.02,risk_heavy,0.8,0.2,58.68398049133178,0.09368292394028858,0.2179954538498514,0.11294042071895997,0.35,18.233195956278735,23.704973061118082,1.0,0.0,1.0,0.75
59,10000,0.15,0.35,0.02,balanced,0.7,0.3,58.99994554256706,0.09298860411263632,0.21819924656526296,0.11469398624501669,0.3500000000000001,17.917230905043454,23.29418698468106,0.8522050265506449,0.10358376783274881,0.9961132894722722,0.7010267776015777
60,10000,0.15,0.35,0.02,scale_heavy,0.55,0.45,59.47870714783995,0.0930516003379794,0.21914423321700968,0.12309631659344128,0.3499999999999999,17.438469299770567,22.67174915299729,0.6282607692245807,0.0941855249475608,0.9780906159901083,0.5821994198467076
61,10000,0.15,0.45,0.01,risk_heavy,0.8,0.2,59.23401031070256,0.09059511401485788,0.23872700182050086,0.10513112607126329,0.3949444183817415,17.683166136907957,22.989879443835587,0.7427195120712119,0.46066232547179914,0.6046103728934202,0.6376779306269108
62,10000,0.15,0.45,0.01,balanced,0.7,0.3,59.83640216841548,0.08864209617743041,0.2497909580366798,0.10732038011708465,0.4150877168995299,17.080774279195033,22.206709954868163,0.46094629611356064,0.7520279731004347,0.3935999105376044,0.51688011896629
63,10000,0.15,0.45,0.01,scale_heavy,0.55,0.45,60.821841095525826,0.08697994487147014,0.2704286654198179,0.1110927666769479,0.44803967371248665,16.09533535208469,20.925541076052724,0.0,1.0,0.0,0.25
64,10000,0.15,0.45,0.02,risk_heavy,0.8,0.2,59.23401031070256,0.09059511401485788,0.23872700182050086,0.10513112607126329,0.3949444183817415,17.683166136907957,22.989879443835587,0.7427195120712119,0.46066232547179914,0.6046103728934202,0.6376779306269108
65,10000,0.15,0.45,0.02,balanced,0.7,0.3,59.83640216841548,0.08864209617743041,0.2497909580366798,0.10732038011708465,0.4150877168995299,17.080774279195033,22.206709954868163,0.46094629611356064,0.7520279731004347,0.3935999105376044,0.51688011896629
66,10000,0.15,0.45,0.02,scale_heavy,0.55,0.45,60.821841095525826,0.08697994487147014,0.2704286654198179,0.1110927666769479,0.44803967371248665,16.09533535208469,20.925541076052724,0.0,1.0,0.0,0.25
67,10000,0.15,0.55,0.01,risk_heavy,0.8,0.2,59.23401031070256,0.09059511401485788,0.23872700182050086,0.10513112607126329,0.3949444183817415,17.683166136907957,22.989879443835587,0.7427195120712119,0.46066232547179914,0.6046103728934202,0.6376779306269108
68,10000,0.15,0.55,0.01,balanced,0.7,0.3,59.83640216841548,0.08864209617743041,0.2497909580366798,0.10732038011708465,0.4150877168995299,17.080774279195033,22.206709954868163,0.46094629611356064,0.7520279731004347,0.3935999105376044,0.51688011896629
69,10000,0.15,0.55,0.01,scale_heavy,0.55,0.45,60.821841095525826,0.08697994487147014,0.2704286654198179,0.1110927666769479,0.44803967371248665,16.09533535208469,20.925541076052724,0.0,1.0,0.0,0.25
70,10000,0.15,0.55,0.02,risk_heavy,0.8,0.2,59.23401031070256,0.09059511401485788,0.23872700182050086,0.10513112607126329,0.3949444183817415,17.683166136907957,22.989879443835587,0.7427195120712119,0.46066232547179914,0.6046103728934202,0.6376779306269108
71,10000,0.15,0.55,0.02,balanced,0.7,0.3,59.83640216841548,0.08864209617743041,0.2497909580366798,0.10732038011708465,0.4150877168995299,17.080774279195033,22.206709954868163,0.46094629611356064,0.7520279731004347,0.3935999105376044,0.51688011896629
72,10000,0.15,0.55,0.02,scale_heavy,0.55,0.45,60.821841095525826,0.08697994487147014,0.2704286654198179,0.1110927666769479,0.44803967371248665,16.09533535208469,20.925541076052724,0.0,1.0,0.0,0.25
73,10000,0.2,0.35,0.01,risk_heavy,0.8,0.2,58.68398049133178,0.09368292394028858,0.2179954538498514,0.11294042071895997,0.35,18.233195956278735,23.704973061118082,1.0,0.0,1.0,0.75
74,10000,0.2,0.35,0.01,balanced,0.7,0.3,58.99994554256706,0.09298860411263632,0.21819924656526296,0.11469398624501669,0.3500000000000001,17.917230905043454,23.29418698468106,0.8522050265506449,0.10358376783274881,0.9961132894722722,0.7010267776015777
75,10000,0.2,0.35,0.01,scale_heavy,0.55,0.45,59.47870714783995,0.0930516003379794,0.21914423321700968,0.12309631659344128,0.3499999999999999,17.438469299770567,22.67174915299729,0.6282607692245807,0.0941855249475608,0.9780906159901083,0.5821994198467076
76,10000,0.2,0.35,0.02,risk_heavy,0.8,0.2,58.68398049133178,0.09368292394028858,0.2179954538498514,0.11294042071895997,0.35,18.233195956278735,23.704973061118082,1.0,0.0,1.0,0.75
77,10000,0.2,0.35,0.02,balanced,0.7,0.3,58.99994554256706,0.09298860411263632,0.21819924656526296,0.11469398624501669,0.3500000000000001,17.917230905043454,23.29418698468106,0.8522050265506449,0.10358376783274881,0.9961132894722722,0.7010267776015777
78,10000,0.2,0.35,0.02,scale_heavy,0.55,0.45,59.47870714783995,0.0930516003379794,0.21914423321700968,0.12309631659344128,0.3499999999999999,17.438469299770567,22.67174915299729,0.6282607692245807,0.0941855249475608,0.9780906159901083,0.5821994198467076
79,10000,0.2,0.45,0.01,risk_heavy,0.8,0.2,59.23401031070256,0.09059511401485788,0.23872700182050086,0.10513112607126329,0.3949444183817415,17.683166136907957,22.989879443835587,0.7427195120712119,0.46066232547179914,0.6046103728934202,0.6376779306269108
80,10000,0.2,0.45,0.01,balanced,0.7,0.3,59.83640216841548,0.08864209617743041,0.2497909580366798,0.10732038011708465,0.4150877168995299,17.080774279195033,22.206709954868163,0.46094629611356064,0.7520279731004347,0.3935999105376044,0.51688011896629
81,10000,0.2,0.45,0.01,scale_heavy,0.55,0.45,60.821841095525826,0.08697994487147014,0.2704286654198179,0.1110927666769479,0.44803967371248665,16.09533535208469,20.925541076052724,0.0,1.0,0.0,0.25
82,10000,0.2,0.45,0.02,risk_heavy,0.8,0.2,59.23401031070256,0.09059511401485788,0.23872700182050086,0.10513112607126329,0.3949444183817415,17.683166136907957,22.989879443835587,0.7427195120712119,0.46066232547179914,0.6046103728934202,0.6376779306269108
83,10000,0.2,0.45,0.02,balanced,0.7,0.3,59.83640216841548,0.08864209617743041,0.2497909580366798,0.10732038011708465,0.4150877168995299,17.080774279195033,22.206709954868163,0.46094629611356064,0.7520279731004347,0.3935999105376044,0.51688011896629
84,10000,0.2,0.45,0.02,scale_heavy,0.55,0.45,60.821841095525826,0.08697994487147014,0.2704286654198179,0.1110927666769479,0.44803967371248665,16.09533535208469,20.925541076052724,0.0,1.0,0.0,0.25
85,10000,0.2,0.55,0.01,risk_heavy,0.8,0.2,59.23401031070256,0.09059511401485788,0.23872700182050086,0.10513112607126329,0.3949444183817415,17.683166136907957,22.989879443835587,0.7427195120712119,0.46066232547179914,0.6046103728934202,0.6376779306269108
86,10000,0.2,0.55,0.01,balanced,0.7,0.3,59.83640216841548,0.08864209617743041,0.2497909580366798,0.10732038011708465,0.4150877168995299,17.080774279195033,22.206709954868163,0.46094629611356064,0.7520279731004347,0.3935999105376044,0.51688011896629
87,10000,0.2,0.55,0.01,scale_heavy,0.55,0.45,60.821841095525826,0.08697994487147014,0.2704286654198179,0.1110927666769479,0.44803967371248665,16.09533535208469,20.925541076052724,0.0,1.0,0.0,0.25
88,10000,0.2,0.55,0.02,risk_heavy,0.8,0.2,59.23401031070256,0.09059511401485788,0.23872700182050086,0.10513112607126329,0.3949444183817415,17.683166136907957,22.989879443835587,0.7427195120712119,0.46066232547179914,0.6046103728934202,0.6376779306269108
89,10000,0.2,0.55,0.02,balanced,0.7,0.3,59.83640216841548,0.08864209617743041,0.2497909580366798,0.10732038011708465,0.4150877168995299,17.080774279195033,22.206709954868163,0.46094629611356064,0.7520279731004347,0.3935999105376044,0.51688011896629
90,10000,0.2,0.55,0.02,scale_heavy,0.55,0.45,60.821841095525826,0.08697994487147014,0.2704286654198179,0.1110927666769479,0.44803967371248665,16.09533535208469,20.925541076052724,0.0,1.0,0.0,0.25
91,10000,0.25,0.35,0.01,risk_heavy,0.8,0.2,58.68398049133178,0.09368292394028858,0.2179954538498514,0.11294042071895997,0.35,18.233195956278735,23.704973061118082,1.0,0.0,1.0,0.75
92,10000,0.25,0.35,0.01,balanced,0.7,0.3,58.99994554256706,0.09298860411263632,0.21819924656526296,0.11469398624501669,0.3500000000000001,17.917230905043454,23.29418698468106,0.8522050265506449,0.10358376783274881,0.9961132894722722,0.7010267776015777
93,10000,0.25,0.35,0.01,scale_heavy,0.55,0.45,59.47870714783995,0.0930516003379794,0.21914423321700968,0.12309631659344128,0.3499999999999999,17.438469299770567,22.67174915299729,0.6282607692245807,0.0941855249475608,0.9780906159901083,0.5821994198467076
94,10000,0.25,0.35,0.02,risk_heavy,0.8,0.2,58.68398049133178,0.09368292394028858,0.2179954538498514,0.11294042071895997,0.35,18.233195956278735,23.704973061118082,1.0,0.0,1.0,0.75
95,10000,0.25,0.35,0.02,balanced,0.7,0.3,58.99994554256706,0.09298860411263632,0.21819924656526296,0.11469398624501669,0.3500000000000001,17.917230905043454,23.29418698468106,0.8522050265506449,0.10358376783274881,0.9961132894722722,0.7010267776015777
96,10000,0.25,0.35,0.02,scale_heavy,0.55,0.45,59.47870714783995,0.0930516003379794,0.21914423321700968,0.12309631659344128,0.3499999999999999,17.438469299770567,22.67174915299729,0.6282607692245807,0.0941855249475608,0.9780906159901083,0.5821994198467076
97,10000,0.25,0.45,0.01,risk_heavy,0.8,0.2,59.23401031070256,0.09059511401485788,0.23872700182050086,0.10513112607126329,0.3949444183817415,17.683166136907957,22.989879443835587,0.7427195120712119,0.46066232547179914,0.6046103728934202,0.6376779306269108
98,10000,0.25,0.45,0.01,balanced,0.7,0.3,59.83640216841548,0.08864209617743041,0.2497909580366798,0.10732038011708465,0.4150877168995299,17.080774279195033,22.206709954868163,0.46094629611356064,0.7520279731004347,0.3935999105376044,0.51688011896629
99,10000,0.25,0.45,0.01,scale_heavy,0.55,0.45,60.821841095525826,0.08697994487147014,0.2704286654198179,0.1110927666769479,0.44803967371248665,16.09533535208469,20.925541076052724,0.0,1.0,0.0,0.25
100,10000,0.25,0.45,0.02,risk_heavy,0.8,0.2,59.23401031070256,0.09059511401485788,0.23872700182050086,0.10513112607126329,0.3949444183817415,17.683166136907957,22.989879443835587,0.7427195120712119,0.46066232547179914,0.6046103728934202,0.6376779306269108
101,10000,0.25,0.45,0.02,balanced,0.7,0.3,59.83640216841548,0.08864209617743041,0.2497909580366798,0.10732038011708465,0.4150877168995299,17.080774279195033,22.206709954868163,0.46094629611356064,0.7520279731004347,0.3935999105376044,0.51688011896629
102,10000,0.25,0.45,0.02,scale_heavy,0.55,0.45,60.821841095525826,0.08697994487147014,0.2704286654198179,0.1110927666769479,0.44803967371248665,16.09533535208469,20.925541076052724,0.0,1.0,0.0,0.25
103,10000,0.25,0.55,0.01,risk_heavy,0.8,0.2,59.23401031070256,0.09059511401485788,0.23872700182050086,0.10513112607126329,0.3949444183817415,17.683166136907957,22.989879443835587,0.7427195120712119,0.46066232547179914,0.6046103728934202,0.6376779306269108
104,10000,0.25,0.55,0.01,balanced,0.7,0.3,59.83640216841548,0.08864209617743041,0.2497909580366798,0.10732038011708465,0.4150877168995299,17.080774279195033,22.206709954868163,0.46094629611356064,0.7520279731004347,0.3935999105376044,0.51688011896629
105,10000,0.25,0.55,0.01,scale_heavy,0.55,0.45,60.821841095525826,0.08697994487147014,0.2704286654198179,0.1110927666769479,0.44803967371248665,16.09533535208469,20.925541076052724,0.0,1.0,0.0,0.25
106,10000,0.25,0.55,0.02,risk_heavy,0.8,0.2,59.23401031070256,0.09059511401485788,0.23872700182050086,0.10513112607126329,0.3949444183817415,17.683166136907957,22.989879443835587,0.7427195120712119,0.46066232547179914,0.6046103728934202,0.6376779306269108
107,10000,0.25,0.55,0.02,balanced,0.7,0.3,59.83640216841548,0.08864209617743041,0.2497909580366798,0.10732038011708465,0.4150877168995299,17.080774279195033,22.206709954868163,0.46094629611356064,0.7520279731004347,0.3935999105376044,0.51688011896629
108,10000,0.25,0.55,0.02,scale_heavy,0.55,0.45,60.821841095525826,0.08697994487147014,0.2704286654198179,0.1110927666769479,0.44803967371248665,16.09533535208469,20.925541076052724,0.0,1.0,0.0,0.25
109,20000,0.15,0.35,0.01,risk_heavy,0.8,0.2,58.68398049133178,0.09368292394028858,0.2179954538498514,0.11294042071895997,0.35,18.233195956278735,23.704973061118082,1.0,0.0,1.0,0.75
110,20000,0.15,0.35,0.01,balanced,0.7,0.3,58.99994554256706,0.09298860411263632,0.21819924656526296,0.11469398624501669,0.3500000000000001,17.917230905043454,23.29418698468106,0.8522050265506449,0.10358376783274881,0.9961132894722722,0.7010267776015777
111,20000,0.15,0.35,0.01,scale_heavy,0.55,0.45,59.47870714783995,0.0930516003379794,0.21914423321700968,0.12309631659344128,0.3499999999999999,17.438469299770567,22.67174915299729,0.6282607692245807,0.0941855249475608,0.9780906159901083,0.5821994198467076
112,20000,0.15,0.35,0.02,risk_heavy,0.8,0.2,58.68398049133178,0.09368292394028858,0.2179954538498514,0.11294042071895997,0.35,18.233195956278735,23.704973061118082,1.0,0.0,1.0,0.75
113,20000,0.15,0.35,0.02,balanced,0.7,0.3,58.99994554256706,0.09298860411263632,0.21819924656526296,0.11469398624501669,0.3500000000000001,17.917230905043454,23.29418698468106,0.8522050265506449,0.10358376783274881,0.9961132894722722,0.7010267776015777
114,20000,0.15,0.35,0.02,scale_heavy,0.55,0.45,59.47870714783995,0.0930516003379794,0.21914423321700968,0.12309631659344128,0.3499999999999999,17.438469299770567,22.67174915299729,0.6282607692245807,0.0941855249475608,0.9780906159901083,0.5821994198467076
