validated_cluster,financial_rank_within_scope,financial_size_relative_to_scope_max,state_financial_share_within_scope,company_project_count,is_manufacturing,is_design,is_fab,is_osat,is_atmp,is_ai_related,is_telecom_related,is_automotive_related,is_iot_related,is_medical_related,has_technology_partner,has_technology_info,has_application_info
0,0.6166666666666667,0.4427256662527461,0.2803381534855632,1.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
1,0.5555555555555555,0.07842033957563967,0.42393026619842034,1.1666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0
2,0.4916666666666667,0.3852251886522112,0.2648202011510123,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.4,0.0,1.0,1.0
3,0.638888888888889,0.35203111684111615,0.5310314605510617,1.3333333333333333,1.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0
4,0.49107142857142855,0.31936181755503373,0.29689277440267237,1.0,0.21428571428571427,0.7857142857142857,0.0,0.0,0.07142857142857142,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.8571428571428571,0.35714285714285715
5,0.4444444444444444,0.31073845002706396,0.1691698217608354,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,1.0
