validated_cluster,PC1,PC2,PC3,PC4,PC5,PC6,PC7,reference_cluster_p95_radius,reference_cluster_size
0,-0.6729697426087389,2.4511890020353255,-0.5007815102506992,-0.06163098948990139,-0.7097246396852146,-0.0979938452587541,-0.9800282861671927,1.950434537180751,5
1,2.6217461897496332,-0.7920825026706452,-0.38312312030434564,-0.7001532448989477,-1.1370907945948672,0.3452421464034073,0.2699675014922667,2.6162712037669555,6
2,-1.5555310805222589,-0.6319623129026578,1.9362855383116344,-1.1678178684229978,0.02265346051705557,-0.6004648337174482,0.2704843076662195,2.966041353597625,5
3,2.8311283630765973,0.44338851437708476,0.8618624402878584,1.2026014155143823,2.256854779657443,-1.0703869841645008,-0.4489850295075815,2.4217179840527034,3
4,-0.6517594874363433,-0.33126210909973136,-0.11408936411536089,0.6646540173607407,-0.17657402223450203,0.07356490871596243,0.05479280646418744,2.317501438872987,14
5,-1.3189084293212665,-0.3453781484581639,-1.955705880575709,-0.8549322435451113,1.9864575452402322,1.200697582310199,0.8359235605251243,1.3378439645307107,3
