Statement 1: Deployment of Gross Bank Credit by Major Sectors,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,source_file,source_sheet,Statement 2: Industry-wise Deployment of Gross Bank Credit
(Rs. Crore),,,,,,,,,,SIBCSJ26E31072026E.xlsx,Statement 1,
Sector,Outstanding as on,,,,,Variation (Year-on-Year),,Variation (Financial Year),,SIBCSJ26E31072026E.xlsx,Statement 1,
,"28.Jun,2024","4.Apr,2025","27.Jun,2025","31.Mar,2026","30.Jun,2026","27.Jun,2025 / 28.Jun,2024","30.Jun,2026 / 27.Jun,2025","27.Jun,2025 / 4.Apr,2025","30.Jun,2026 / 31.Mar,2026",SIBCSJ26E31072026E.xlsx,Statement 1,
,43395.914093,52863.096541,59905.307025,21.815838301530576,13.32160040707821,,,,,SIBCS30042026.xlsx,Statement 2,2.14.1. Electronics
,153468.139546,187272.797732,257468.393037,22.027150577314146,37.48307076901506,,,,,SIBCS30042026.xlsx,Statement 2,2.14.2. Others
,113547.869646,119450.200207,141075.560129,5.198098898201494,18.104080097416784,,,,,SIBCS30042026.xlsx,Statement 2,"2.15. Vehicles, Vehicle Parts and Transport Equipment"
,84957.198645,85813.54569,121355.091929,1.0079746727270427,41.41717482155235,,,,,SIBCS30042026.xlsx,Statement 2,2.16. Gems and Jewellery
,142209.854361,160037.036601,179323.305745,12.535827647179538,12.051128634732217,,,,,SIBCS30042026.xlsx,Statement 2,2.17. Construction
,1326851.766547,1364368.718422,1493562.623523,2.827516443124176,9.469134212518652,,,,,SIBCS30042026.xlsx,Statement 2,2.18. Infrastructure
,651191.248248,692159.941731,845053.487977,6.291345836299904,22.089337597843866,,,,,SIBCS30042026.xlsx,Statement 2,2.18.1. Power
,143097.509709,123849.801843,108701.432686,-13.450763682150537,-12.231242142965272,,,,,SIBCS30042026.xlsx,Statement 2,2.18.2. Telecommunications
,324255.726605,334146.511227,337818.55822,3.0503037604170697,1.098933213312961,,,,,SIBCS30042026.xlsx,Statement 2,2.18.3. Roads
,7280.23,9155.73,6662.47,25.76154874227875,-27.231689881636957,,,,,SIBCS30042026.xlsx,Statement 2,2.18.4. Airports
,6680.97,5915.78,8794.11,-11.453276994208931,48.65512240144159,,,,,SIBCS30042026.xlsx,Statement 2,2.18.5. Ports
,12961.351059,13414.976677,6693.038654,3.499832817852851,-50.107713079552155,,,,,SIBCS30042026.xlsx,Statement 2,2.18.6. Railways (other than Indian Railways)
,181384.730927,185725.976945,179839.525987,2.3933911061935973,-3.1694279146224047,,,,,SIBCS30042026.xlsx,Statement 2,2.18.7. Other Infrastructure
,256370.638667,300921.291372,347763.386342,17.377439529207123,15.566228217495453,,,,,SIBCS30042026.xlsx,Statement 2,2.19. Other Industries
,3682392.531552,3985659.551324,4582009.047049,8.235597296418144,14.962379200875246,,,,,SIBCS30042026.xlsx,Statement 2,Industries (2.1 to 2.19)
,,,,,,,,,,SIBCS30042026.xlsx,Statement 2,"Note: With effect from December 31, 2025, definition of last reporting fortnight has been changed to the last day of the month under the Banking Laws (Amendment) Act 2025. Accordingly, the y-o-y growth rates from December 2025 onwards are based on end-of-month data for the current year and data for the last reporting fortnight (as per old definition) for the corresponding month of the previous year."
(Rs. Crore),,,,,,,,,,SIBC30032026.xlsx,Statement 1,
Sector,Outstanding as on,,,,,Variation (Year-on-Year),,Variation (Financial Year),,SIBC30032026.xlsx,Statement 1,
,"8.Mar,2024","22.Mar,2024","7.Mar,2025","21.Mar,2025","28.Feb,2026","7.Mar,2025 / 8.Mar,2024","28.Feb,2026 / 7.Mar,2025","7.Mar,2025 / 22.Mar,2024","28.Feb,2026 / 21.Mar,2025",SIBC30032026.xlsx,Statement 1,
,,,,,,%,%,%,%,SIBC30032026.xlsx,Statement 1,
I. Bank Credit (II + III),16313558.602319617,16432163.926709997,18125412.602319617,18243972.334670212,20754077.68748693,11.106430204274211,14.502649638060703,10.304477749624288,13.758546147576656,SIBC30032026.xlsx,Statement 1,
II. Food Credit,31703.269999999997,23080.81,42552.27,36531.16,82643.14,34.22044476800028,94.21558473848752,84.36211727404712,126.22643244835365,SIBC30032026.xlsx,Statement 1,
III. Non-food Credit,16281855.332319617,16409083.116709996,18082860.332319617,18207441.174670212,20671434.54748693,11.061423672184276,14.315070556292126,10.20030920499848,13.53289212459229,SIBC30032026.xlsx,Statement 1,
,"23.Feb,2024","22.Mar,2024","21.Feb,2025","21.Mar,2025","28.Feb,2026","21.Feb,2025 / 23.Feb,2024","28.Feb,2026 / 21.Feb,2025","21.Feb,2025 / 22.Mar,2024","28.Feb,2026 / 21.Mar,2025",SIBC30032026.xlsx,Statement 1,
1. Agriculture and Allied Activities,2032170.572975,2071250.995736,2264305.11996,2287060.099496,2543476.7557,11.422985357236332,12.32924102317677,9.320653297038001,11.211627375271279,SIBC30032026.xlsx,Statement 1,
"2. Industry (Micro and Small, Medium and Large)",3645197.229191,3682392.531552,3916782.663051,3985659.551324,4447191.99846,7.4505003922729935,13.541964950279759,6.36515877899124,11.57982615405983,SIBC30032026.xlsx,Statement 1,
  2.1. Micro and Small,721754.084922,733123.356073,791321.246926,798472.66076,1031798.696316,9.638623938168383,30.389358345194044,7.938349033747739,29.221543456968984,SIBC30032026.xlsx,Statement 1,
  2.2. Medium,301314.853243,306424.853962,355603.487357,363245.019249,430262.874014,18.01724459637511,20.995122182828148,16.04916597303778,18.44976564401564,SIBC30032026.xlsx,Statement 1,
  2.3. Large,2622128.291026,2642844.321517,2769857.928767,2823941.871316,2985130.428129,5.633959186764105,7.771968992569544,4.805943589484444,5.707927576352127,SIBC30032026.xlsx,Statement 1,
3. Services,4471927.64248,4547236.765609,4995649.455412,5093565.107574,5807797.546009,11.711321264615984,16.257107265946477,9.861212708218103,14.022250100876402,SIBC30032026.xlsx,Statement 1,
  3.1. Transport Operators,229915.397549,232379.233542,260650.54601,261574.761822,280409.345551,13.368025277406517,7.580570938164054,12.16602363175032,7.200459095444687,SIBC30032026.xlsx,Statement 1,
  3.2. Computer Software,27023.888272,25917.345642,33062.57365,32915.202169,46183.309148,22.34573099629339,39.68455582706884,27.56928933501931,40.30996653423595,SIBC30032026.xlsx,Statement 1,
"  3.3. Tourism, Hotels and Restaurants",76439.263933,77815.892939,82298.34191,83366.436558,98895.185237,7.6650109845845265,20.166680083482127,5.760325817392861,18.62709901027889,SIBC30032026.xlsx,Statement 1,
  3.4. Shipping,6855.65,7066.78,7411.31,7304.35,10501.78811,8.105139556424275,41.69948511126911,4.875346338785143,43.774437287369835,SIBC30032026.xlsx,Statement 1,
  3.5. Aviation,43746.65,43283.01,45982.42,46071.8,49829.613945,5.110722763914486,8.366662618017928,6.236650362347711,8.156429627234001,SIBC30032026.xlsx,Statement 1,
  3.6. Professional Services,161758.087248,167234.647086,192798.997508,195956.642789,210542.538058,19.1897114933175,9.203129051157932,15.286515603942755,7.443429863567134,SIBC30032026.xlsx,Statement 1,
  3.7. Trade,1007009.011343,1024407.716289,1154669.198935,1184550.226859,1320670.398501,14.663243916265717,14.376515777775122,12.7157849921204,11.491295899114506,SIBC30032026.xlsx,Statement 1,
    3.7.1. Wholesale Trade1,529173.276041,537188.975284,629036.222042,646098.731744,737574.466827,18.87150211895105,17.254689154888286,17.09775348785637,14.158166637486133,SIBC30032026.xlsx,Statement 1,
    3.7.2. Retail Trade,477835.735302,487218.741004,525632.976893,538451.495115,583095.931674,10.002860409925454,10.932144158964638,7.884392092521041,8.29126429474673,SIBC30032026.xlsx,Statement 1,
  3.8. Commercial Real Estate,454736.251098,460263.097704,516849.703224,523264.418947,606611.628326,13.65922597462193,17.367123274345307,12.294404179322544,15.928315849704653,SIBC30032026.xlsx,Statement 1,
"  3.9. Non-Banking Financial Companies (NBFCs)2            of which,",1490705.359372,1523054.468859,1610743.743818,1635102.1619060002,1947583.8944950001,8.052455415909245,20.912088094073653,5.757461519067844,19.110838446005555,SIBC30032026.xlsx,Statement 1,
    3.9.1. Housing Finance Companies (HFCs),325709.997325,321364.514275,324610.81,323181.87,359225.71147,-0.3374742359852145,10.6635085473586,1.0101599836944146,11.152804292518013,SIBC30032026.xlsx,Statement 1,
    3.9.2. Public Financial Institutions (PFIs),208396.013811,212796.53246,217593.090992,228678.443837,316123.967391,4.413269242923754,45.28217139147243,2.254058596044862,38.23951312889396,SIBC30032026.xlsx,Statement 1,
  3.10. Other Services3,973738.083665,985814.5735490001,1091182.620356,1123459.106523,1236569.844637,12.061203999432461,13.32382147303328,10.688424540902023,10.068077908422241,SIBC30032026.xlsx,Statement 1,
4. Personal Loans,5279167.357179,5346691.220911,5898807.502742,5971696.129846,6796850.161803,11.73745978559228,15.224139093258321,10.326316950409701,13.817749832128163,SIBC30032026.xlsx,Statement 1,
  4.1. Consumer Durables,23686.570707,23444.837766,24301.36101,23200.658602,21924.973831,2.595522630121865,-9.77882340837667,3.653355389143024,-5.4984851632187315,SIBC30032026.xlsx,Statement 1,
  4.2. Housing (Including Priority Sector Housing),2680408.560827,2718712.395268,2978758.787948,3010476.605355,3305691.111518,11.130774296174767,10.975454773067286,9.565057088518008,9.806238176303234,SIBC30032026.xlsx,Statement 1,
"  4.3. Advances against Fixed Deposits (Including FCNR              (B), NRNR Deposits etc.)",119814.866994,125082.24251,135169.192439,141842.08336,154182.853958,12.815041931122714,14.0665644115471,8.064254147181272,8.700359093484767,SIBC30032026.xlsx,Statement 1,
"  4.4. Advances to Individuals against share, bonds, etc.",8400.570984,8492.355003,9808.249927,10079.513133,10085.127499,16.756943613489035,2.8229049428870594,15.49505318059771,0.055700765760387155,SIBC30032026.xlsx,Statement 1,
  4.5. Credit Card Outstanding,258107.390778,257016.060676,287047.06058,284366.260475,292066.514814,11.21225925176672,1.748652023768445,11.684483773120204,2.7078649647597497,SIBC30032026.xlsx,Statement 1,
  4.6. Education,118707.24317,119379.603656,136820.627146,137456.056824,155589.76727,15.25887005063367,13.718063215695997,14.60971803881795,13.192369157816437,SIBC30032026.xlsx,Statement 1,
  4.7. Vehicle Loans,565733.399874,573390.822871,619796.609514,622793.449718,726036.988829,9.556305081517365,17.141168196822843,8.093221026915568,16.57749277192118,SIBC30032026.xlsx,Statement 1,
  4.8. Loans against gold jewellery4,92414.988613,93301.371708,188051.307302,206284.024542,428577.989722,103.48572252655872,127.90481803656249,101.55256440444786,107.76111512927184,SIBC30032026.xlsx,Statement 1,
  4.9. Other Personal Loans,1411893.765231,1427871.531455,1519054.306877,1535197.477836,1702694.834362,7.589844525481523,12.089135105547587,6.385922921867132,10.910476270590456,SIBC30032026.xlsx,Statement 1,
Priority Sector (Memo),,,,,,,,,,SIBC30032026.xlsx,Statement 1,
  (i)     Agriculture and Allied Activities5,2028467.861924,2061125.592131,2257407.047246,2287794.295478,2600489.744563,11.286310698797617,15.198087457711951,9.523022559341673,13.667987970031504,SIBC30032026.xlsx,Statement 1,
  (ii)    Micro and Small Enterprises6,1958519.506653,1974181.592811,2223184.117489,2239408.718898,2812171.377665,13.513503947085875,26.492959154513862,12.612949365182246,25.576512850626614,SIBC30032026.xlsx,Statement 1,
  (iii)   Medium Enterprises7,480977.381819,490692.832477,584615.139211,601450.822701,692153.284622,21.54732453323566,18.394690489222384,19.140753750138035,15.08061149765705,SIBC30032026.xlsx,Statement 1,
  (iv)   Housing,754645.913082,755222.25644,747502.537956,746651.293154,1033415.52453,-0.9465863396551419,38.249099107517644,-1.0221783611608084,38.40671462104516,SIBC30032026.xlsx,Statement 1,
  (v)    Educational Loans,62105.204666,62234.726239,62873.950323,62825.537219,77935.482332,1.2378119694384577,23.955122799863783,1.0271180137359035,24.05064211441455,SIBC30032026.xlsx,Statement 1,
  (vi)   Renewable Energy,5676.157363,5790.134324,8490.26,10324.84,13954.953259,49.577600778718924,64.364262802317,46.63321306395311,35.1590267645794,SIBC30032026.xlsx,Statement 1,
  (vii)  Social Infrastructure,816.563184,813.034724,1233.23,1316.48,1220.64,51.026892243527854,-1.0208963453694704,51.68232839216349,-7.28001944579484,SIBC30032026.xlsx,Statement 1,
  (viii)  Export Credit,11136.803437,11330.894447,11953.671221999999,11805.205188000002,10269.801414000001,7.334849623780772,-14.086633108169636,5.496271966110201,-13.006159143771082,SIBC30032026.xlsx,Statement 1,
  (ix)   Others,62554.07518,61339.167429,51733.229804,49552.334361,41689.704115,-17.298385988223632,-19.41407046699303,-15.660365191814607,-15.867325621269332,SIBC30032026.xlsx,Statement 1,
  (x)    Weaker Sections including net PSLC- SF/MF,1594823.630842,1617777.593105,1789945.210739,1864606.180081,2032408.898505,12.23468075864815,13.545872036267296,10.64223032682501,8.999365132250627,SIBC30032026.xlsx,Statement 1,
"Notes:
(1) Data are provisional.  Bank credit, Food credit and Non-food credit data are based on fortnightly Section-42 return, which covers all scheduled commercial banks (SCBs), while sectoral non-food credit data are based on sector-wise and industry-wise bank credit (SIBC) return, which covers select banks accounting for about 95 per cent of total non-food credit extended by all SCBs.  Data for the fortnights corresponding to the Section-42 fortnights are not available for the SIBC return. Therefore, reference periods (fortnights dates) considered for arriving sectoral non-food credit growth rates are different than the reference period for arriving growth rates of Section-42 data.      ",,,,,,,,,,SIBC30032026.xlsx,Statement 1,
"(2) With effect from December 31, 2025, definition of last reporting fortnight has been changed to the last day of the month under the Banking Laws (Amendment) Act 2025. Accordingly, the y-o-y growth rates from December 2025 onwards are based on end-of-month data for the current year and data for the last reporting fortnight (as per old definition) for the corresponding month of the previous year.",,,,,,,,,,SIBC30032026.xlsx,Statement 1,
1 Wholesale trade includes food procurement credit outside the food credit consortium.,,,,,,,,,,SIBC30032026.xlsx,Statement 1,
"2 NBFCs include HFCs, PFIs, Microfinance Institutions (MFIs), NBFCs engaged in gold loan and others.        ",,,,,,,,,,SIBC30032026.xlsx,Statement 1,
"3 “Other Services” include Mutual Fund (MFs), Banking and Finance other than NBFCs and MFs, and other services which are not indicated elsewhere under services.",,,,,,,,,,SIBC30032026.xlsx,Statement 1,
"4 Since May 2024, a bank has changed the classification of a category of agricultural loan into “Loans against gold jewellery” under retail segment.",,,,,,,,,,SIBC30032026.xlsx,Statement 1,
5 “Agriculture and Allied Activities” under the priority sector also include priority sector lending certificates (PSLCs).        ,,,,,,,,,,SIBC30032026.xlsx,Statement 1,
6 “Micro and Small Enterprises” under the priority sector include credit to micro and small enterprises in industry and services sectors and also include PSLCs.,,,,,,,,,,SIBC30032026.xlsx,Statement 1,
7 “Medium Enterprises” under the priority sector include credit to medium enterprises in industry and services sectors.       ,,,,,,,,,,SIBC30032026.xlsx,Statement 1,
,,,,,,,,,,SIBC30032026.xlsx,Statement 2,(Rs. Crore)
,Outstanding as on,,,,,Variation (Year-on-Year),,Variation (Financial Year),,SIBC30032026.xlsx,Statement 2,Industry
,"23.Feb,2024","22.Mar,2024","21.Feb,2025","21.Mar,2025","28.Feb,2026","21.Feb,2025 / 23.Feb,2024","28.Feb,2026 / 21.Feb,2025","21.Feb,2025 / 22.Mar,2024","28.Feb,2026 / 21.Mar,2025",SIBC30032026.xlsx,Statement 2,
,,,,,,%,%,%,%,SIBC30032026.xlsx,Statement 2,
,54543.975937,54220.184399,53076.539329,56817.556194,64501.326774,-2.6903733781617585,21.525117480215442,-2.109260753493659,13.523585128801122,SIBC30032026.xlsx,Statement 2,2.1. Mining and Quarrying (incl. Coal)
,200448.453457,208862.771555,219091.251093,219524.798106,241445.19385,9.300544511309605,10.203028484926218,4.8972248437805055,9.985384764328767,SIBC30032026.xlsx,Statement 2,2.2. Food Processing
,23836.75037,26383.011251,26872.434431,28521.702093,28559.781537,12.73531003127252,6.279100281489482,1.8550694435285544,0.1335104191041417,SIBC30032026.xlsx,Statement 2,2.2.1. Sugar
,18758.971711,19700.216132,21082.048473,20927.253641,23423.980624,12.383817182461984,11.108655565417838,7.014300410417433,11.930504718060538,SIBC30032026.xlsx,Statement 2,2.2.2. Edible Oils and Vanaspati
,5660.414133,5691.947888,6069.354315,5083.83262,4880.000429,7.224562945242709,-19.596052961689715,6.630532015158884,-4.009419786916597,SIBC30032026.xlsx,Statement 2,2.2.3. Tea
,152192.317243,157087.596283,165067.413874,164992.009752,184581.43126,8.459754647432558,11.82184716415049,5.07985212061175,11.872951628048483,SIBC30032026.xlsx,Statement 2,2.2.4. Others
,29929.763275,31137.471103,31296.705352,35515.454614,39190.286508,4.56716635023235,25.22176397553476,0.5113910775646108,10.347134603625195,SIBC30032026.xlsx,Statement 2,2.3. Beverage and Tobacco
,255689.623879,256047.983577,273762.910766,277267.085246,296135.942328,7.068447523530645,8.172411485324773,6.918596640177274,6.8053000467974645,SIBC30032026.xlsx,Statement 2,2.4. Textiles
,99234.096087,99513.087082,106389.364956,107494.595816,108696.212538,7.210494327198664,2.168306562365568,6.909923182599963,1.1178391926388842,SIBC30032026.xlsx,Statement 2,2.4.1. Cotton Textiles
,4275.035306,4279.559436,4330.110652,4288.234703,4979.634301,1.2883015474211978,15.00016284110422,1.1812247675487302,16.123175289736466,SIBC30032026.xlsx,Statement 2,2.4.2. Jute Textiles
,46052.51039,45074.468407,49157.683906,49186.259419,51246.016488,6.742680235460656,4.248232251937136,9.058821198135043,4.187667639967642,SIBC30032026.xlsx,Statement 2,2.4.3. Man-Made Textiles
,106127.982095,107180.868652,113885.751252,116297.995308,131214.079001,7.309824425056598,15.215536235658536,6.255671076682287,12.825744462315722,SIBC30032026.xlsx,Statement 2,2.4.4. Other Textiles
,12327.443655,12587.81048,12981.926525,12979.843088,13834.829997,5.309153205778751,6.569929897211462,3.130934054227997,6.587035784665575,SIBC30032026.xlsx,Statement 2,2.5. Leather and Leather Products
,23668.4667,23838.814976,27293.130911,27825.967375,30675.626429,15.31431780918871,12.393211790285102,14.490300539173909,10.241006235636757,SIBC30032026.xlsx,Statement 2,2.6. Wood and Wood Products
,46404.862226,46426.057126,51944.345339,52847.593915,57993.113096,11.937290290878844,11.644708808099203,11.886187530471096,9.736524976474898,SIBC30032026.xlsx,Statement 2,2.7. Paper and Paper Products
,135817.575286,132356.302438,154425.025174,154178.5291,185430.724052,13.700325490877798,20.07815691988005,16.673722618035285,20.27013432702413,SIBC30032026.xlsx,Statement 2,"2.8. Petroleum, Coal Products and Nuclear Fuels"
,246408.305752,249347.615963,263172.621913,267814.870041,313413.219347,6.803470406501895,19.09035866603503,5.544470877175532,17.026070770088044,SIBC30032026.xlsx,Statement 2,2.9. Chemicals and Chemical Products
,36365.781713,37569.368771,30528.856909,32011.209754,39432.163151,-16.050596272246285,29.16357552639084,-18.74003235166041,23.182358473886502,SIBC30032026.xlsx,Statement 2,2.9.1. Fertiliser
,80563.666188,80832.235579,88726.528168,88524.293888,98752.881628,10.132187828879943,11.300288275695307,9.766267792116986,11.55455445139286,SIBC30032026.xlsx,Statement 2,2.9.2. Drugs and Pharmaceuticals
,25432.785133,25318.154272,27615.395707,28797.461456,37301.156445,8.581877928768321,35.073771314980064,9.07349489350643,29.52932154104243,SIBC30032026.xlsx,Statement 2,2.9.3. Petro Chemicals
,104046.072719,105627.857342,116301.84113,118481.904944,137927.018123,11.779174447169646,18.594010879696885,10.105273416121623,16.411884319542843,SIBC30032026.xlsx,Statement 2,2.9.4. Others
,90073.189716,90471.783405,101709.8246,103464.613501,110981.829394,12.919088266653182,9.116134877298759,12.421597952471592,7.265494586636953,SIBC30032026.xlsx,Statement 2,"2.10. Rubber, Plastic and their Products"
,11666.088633,12090.217792,13198.657066,13442.791875,13701.887199,13.136951734318272,3.8127373905056725,9.168067052799046,1.9273922144242068,SIBC30032026.xlsx,Statement 2,2.11. Glass and Glassware
,60574.613335,59756.90776,60327.292212,59752.607309,64331.511845,-0.40829170733987896,6.637492727053812,0.9545079780413296,7.66310415932314,SIBC30032026.xlsx,Statement 2,2.12. Cement and Cement Products
,381370.903046,384447.229472,431339.558296,433501.154395,496719.777005,13.102377462701426,15.157482649466115,12.197338211645322,14.583265112229912,SIBC30032026.xlsx,Statement 2,2.13. Basic Metal and Metal Product
,270540.035819,273802.563886,301746.066851,300156.039772,334965.626148,11.53471830427267,11.009110953351241,10.205712674273752,11.597163396226028,SIBC30032026.xlsx,Statement 2,2.13.1. Iron and Steel
,110830.867228,110644.665587,129593.491444,133345.114622,161754.150857,16.92906018447166,24.816569917708623,17.125837704394815,21.304894682892968,SIBC30032026.xlsx,Statement 2,2.13.2. Other Metal and Metal Product
,195525.37737,196864.053638,232477.363848,240135.894273,316184.82382,18.89881864699045,36.00671419636804,18.09030625544616,31.669122093235785,SIBC30032026.xlsx,Statement 2,2.14. All Engineering
,44379.53733,43395.914093,49651.506345,52863.096541,63622.974194,11.87927890234272,28.13906138500661,14.415164152537264,20.354232644420986,SIBC30032026.xlsx,Statement 2,2.14.1. Electronics
,151145.84004,153468.139546,182825.857502,187272.797732,252561.849625,20.959900354264484,38.14339671413117,19.129519679360175,34.86307284543964,SIBC30032026.xlsx,Statement 2,2.14.2. Others
,110811.490514,113547.869646,117456.966274,119450.200207,137108.142882,5.997099875811531,16.73053308916418,3.4426860144422853,14.78268152284369,SIBC30032026.xlsx,Statement 2,"2.15. Vehicles, Vehicle Parts and Transport Equipment"
,81748.318266,84957.198645,83119.35019,85813.54569,116543.251638,1.6771377724723449,40.21193785995358,-2.1632639544526255,35.80985461084495,SIBC30032026.xlsx,Statement 2,2.16. Gems and Jewellery
,141908.119106,142209.854361,158883.727718,160037.036601,170519.412498,11.962394201927145,7.323396138245168,11.724836813821174,6.549968757003646,SIBC30032026.xlsx,Statement 2,2.17. Construction
,1314768.862207,1326851.766547,1337436.241222,1364368.718422,1443543.981423,1.7240580961850671,7.933667185812963,0.7977134252566126,5.803069355956246,SIBC30032026.xlsx,Statement 2,2.18. Infrastructure
,651854.550215,651191.248248,668583.924385,692159.941731,811926.503777,2.566427459083034,21.439728680861467,2.6709013955261476,17.30330734634538,SIBC30032026.xlsx,Statement 2,2.18.1. Power
,132880.023298,143097.509709,120294.454507,123849.801843,104935.405042,-9.471377622184246,-12.767878226760862,-15.935326371766918,-15.27204445993148,SIBC30032026.xlsx,Statement 2,2.18.2. Telecommunications
,324032.023975,324255.726605,334566.189575,334146.511227,326875.434172,3.250964355551705,-2.298724629876565,3.1797319596948843,-2.1760146554576623,SIBC30032026.xlsx,Statement 2,2.18.3. Roads
,7383.62,7280.23,8799.26,9155.73,6576.94,19.172709321443957,-25.255760143466617,20.86513750252397,-28.165858975745245,SIBC30032026.xlsx,Statement 2,2.18.4. Airports
,7837.95,6680.97,5878.77,5915.78,9124.38,-24.996076780280553,55.2089978005603,-12.007238469862907,54.23798721385852,SIBC30032026.xlsx,Statement 2,2.18.5. Ports
,12060.693507,12961.351059,13131.789476,13414.976677,7107.16172,8.880882085083567,-45.878193272979026,1.314974158358682,-47.02069268457812,SIBC30032026.xlsx,Statement 2,2.18.6. Railways (other than Indian Railways)
,178720.001214,181384.730927,186181.853278,185725.976945,176998.156715,4.175163391513833,-4.932648591314236,2.6447222577575427,-4.699299674479369,SIBC30032026.xlsx,Statement 2,2.18.7. Other Infrastructure
,251511.796831,256370.638667,293789.225224,300921.291372,334937.118377,16.809322236844316,14.005923165366843,14.595503896841725,11.303895065021996,SIBC30032026.xlsx,Statement 2,2.19. Other Industries
,3645197.229191,3682392.531552,3916782.663051,3985659.551324,4447191.99846,7.4505003922729935,13.541964950279759,6.36515877899124,11.57982615405983,SIBC30032026.xlsx,Statement 2,Industries (2.1 to 2.19)
,,,,,,,,,,SIBC30032026.xlsx,Statement 2,"Note: With effect from December 31, 2025, definition of last reporting fortnight has been changed to the last day of the month under the Banking Laws (Amendment) Act 2025. Accordingly, the y-o-y growth rates from December 2025 onwards are based on end-of-month data for the current year and data for the last reporting fortnight (as per old definition) for the corresponding month of the previous year."
(Rs. Crore),,,,,,,,,,SIBC27022026.xlsx,Statement 1,
Sector,Outstanding as on,,,,,Variation (Year-on-Year),,Variation (Financial Year),,SIBC27022026.xlsx,Statement 1,
,"26.Jan,2024","22.Mar,2024","24.Jan,2025","21.Mar,2025","31.Jan,2026","24.Jan,2025 / 26.Jan,2024","31.Jan,2026 / 24.Jan,2025","24.Jan,2025 / 22.Mar,2024","31.Jan,2026 / 21.Mar,2025",SIBC27022026.xlsx,Statement 1,
,,,,,,%,%,%,%,SIBC27022026.xlsx,Statement 1,
I. Bank Credit (II + III),16043591.79785,16432163.926709997,17868478.530021753,18243972.334670212,20475381.95524439,11.374552252172773,14.589397865311488,8.740873141954662,12.230941703050508,SIBC27022026.xlsx,Statement 1,
II. Food Credit,45618.73,23080.81,56178.86,36531.16,89295.4,23.14867160922717,58.948401587358646,143.40072987039883,144.436256609426,SIBC27022026.xlsx,Statement 1,
III. Non-food Credit,15997973.06785,16409083.116709996,17812299.670021754,18207441.174670212,20386086.55524439,11.340977975627919,14.449492389544401,8.551462280563433,11.96568677429018,SIBC27022026.xlsx,Statement 1,
,,,,,,,,,,SIBC27022026.xlsx,Statement 1,
1. Agriculture and Allied Activities,2009098.33619,2071250.995736,2253510.284899,2287060.099496,2509788.529016,12.165255642613113,11.372401796182006,8.79947865025581,9.738634746375181,SIBC27022026.xlsx,Statement 1,
"2. Industry (Micro and Small, Medium and Large)",3614409.354535,3682392.531552,3913968.873477,3985659.551324,4388307.777559,8.28792451430944,12.119128164159829,6.288746784618274,10.102423979018575,SIBC27022026.xlsx,Statement 1,
  2.1. Micro and Small,717262.458437,733123.356073,786045.977257,798472.66076,1031291.398699,9.589728001363328,31.199882518044646,7.218788045095419,29.1580099583371,SIBC27022026.xlsx,Statement 1,
  2.2. Medium,294398.357935,306424.853962,348614.49414,363245.019249,426210.574042,18.415909852652913,22.25842046338962,13.768347975857075,17.3341825644794,SIBC27022026.xlsx,Statement 1,
  2.3. Large,2602748.538163,2642844.321517,2779308.40208,2823941.871316,2930805.804818,6.78359285686564,5.450902916157901,5.16353080096179,3.784211516089036,SIBC27022026.xlsx,Statement 1,
3. Services,4413917.309734,4547236.765609,4956419.412659,5093565.107574,5722969.386434,12.29071740262604,15.465801215635313,8.998490031235464,12.356851548321076,SIBC27022026.xlsx,Statement 1,
  3.1. Transport Operators,229245.519436,232379.233542,256722.100266,261574.761822,267665.467105,11.985656643409692,4.262728774679366,10.475491442569151,2.328475897512114,SIBC27022026.xlsx,Statement 1,
  3.2. Computer Software,26311.61461,25917.345642,33728.476663,32915.202169,40694.804478,28.188547768486792,20.654143039439518,30.13862271583005,23.63528642192859,SIBC27022026.xlsx,Statement 1,
"  3.3. Tourism, Hotels and Restaurants",77263.269059,77815.892939,81753.210904,83366.436558,97417.581234,5.811224272132967,19.160556700817686,5.059786396188345,16.85467828077824,SIBC27022026.xlsx,Statement 1,
  3.4. Shipping,7104.155535,7066.78,7180.04,7304.35,10373.17,1.0681700960253553,44.472314917465646,1.6027101452146555,42.013594638811114,SIBC27022026.xlsx,Statement 1,
  3.5. Aviation,44404.64971,43283.01,44823.34,46071.8,49613.17,0.9428974054167776,10.68601759708224,3.5587404850078457,7.686632603892176,SIBC27022026.xlsx,Statement 1,
  3.6. Professional Services,161391.209466,167234.647086,190863.111841,195956.642789,209053.746799,18.261157142644006,9.530723240619606,14.128929122473712,6.683674420827128,SIBC27022026.xlsx,Statement 1,
  3.7. Trade,984726.180606,1024407.716289,1127156.363535,1184550.226859,1309115.360266,14.463937867616005,16.14319029884534,10.030054011913862,10.51581693899986,SIBC27022026.xlsx,Statement 1,
    3.7.1. Wholesale Trade1,515587.699659,537188.975284,608691.612733,646098.731744,723122.343866,18.0578227788555,18.799459157850194,13.310518409503477,11.921337767386083,SIBC27022026.xlsx,Statement 1,
