Statement 1: Deployment of Gross Bank Credit by Major Sectors,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,source_file,source_sheet,Statement 2: Industry-wise Deployment of Gross Bank Credit
(Rs. Crore),,,,,,,,,,SIBCSJ26E31072026E.xlsx,Statement 1,
Sector,Outstanding as on,,,,,Variation (Year-on-Year),,Variation (Financial Year),,SIBCSJ26E31072026E.xlsx,Statement 1,
,"28.Jun,2024","4.Apr,2025","27.Jun,2025","31.Mar,2026","30.Jun,2026","27.Jun,2025 / 28.Jun,2024","30.Jun,2026 / 27.Jun,2025","27.Jun,2025 / 4.Apr,2025","30.Jun,2026 / 31.Mar,2026",SIBCSJ26E31072026E.xlsx,Statement 1,
"2. Industry (Micro and Small, Medium and Large)",3736970.239091,3985659.551324,3933611.948356,4584304.347049,4623903.562952,5.262062491373543,17.54854377246078,-1.3058717709772927,0.8637998899111207,SIBCS30062026.xlsx,Statement 1,
  2.1. Micro and Small,743388.57144,798472.66076,845173.833614,1059416.599847,1066411.261895,13.6920671213487,26.176559126893356,5.848813008769646,0.66023715779138,SIBCS30062026.xlsx,Statement 1,
  2.2. Medium,315803.956055,363245.019249,369215.14273,442584.873546,447397.419139,16.912766813376454,21.175262702097022,1.6435527439145892,1.087372361925023,SIBCS30062026.xlsx,Statement 1,
  2.3. Large,2677777.711596,2823941.871316,2719222.972012,3082302.873656,3110094.881919,1.5477483525433517,14.374397168974589,-3.7082526509371503,0.9016637690129068,SIBCS30062026.xlsx,Statement 1,
3. Services,4632067.680097,5093565.107574,5020623.072905,6061400.065605,6045176.368449,8.38837900572005,20.406895332837227,-1.4320428448148586,-0.2676559372488909,SIBCS30062026.xlsx,Statement 1,
  3.1. Transport Operators,245600.330596,261574.761822,266432.362303,286807.455291,286705.931792,8.482086183046558,7.609274381594798,1.857060079942104,-0.03539778939741823,SIBCS30062026.xlsx,Statement 1,
  3.2. Computer Software,25751.029902,32915.202169,33985.118234,45737.831611,52659.153708,31.97576315718731,54.9476842935264,3.250522538207792,15.132597793148136,SIBCS30062026.xlsx,Statement 1,
"  3.3. Tourism, Hotels and Restaurants",78700.709403,83366.436558,85486.593647,102559.286533,104265.212095,8.622392727429887,21.96674080329202,2.5431782579851028,1.663355527976574,SIBCS30062026.xlsx,Statement 1,
  3.4. Shipping,6908.41,7304.35,7792.84,10383.57,10985.88,12.802222219005536,40.97402230765676,6.687658723911091,5.800606149907975,SIBCS30062026.xlsx,Statement 1,
  3.5. Aviation,45588.96,46071.8,46350.14,52687.58,58303.45,1.669658619104275,25.789156192408473,0.6041439665912695,10.65881181105679,SIBCS30062026.xlsx,Statement 1,
  3.6. Professional Services,180060.962528,195956.642789,196501.016579,218323.871955,220053.580734,9.130271114952809,11.985975729306766,0.2778031825061159,0.7922673611049271,SIBCS30062026.xlsx,Statement 1,
  3.7. Trade,1052278.148377,1184550.226859,1161772.977147,1376531.194623,1362455.606348,10.405502474690872,17.273824847761766,-1.9228606094987788,-1.0225404502260456,SIBCS30062026.xlsx,Statement 1,
    3.7.1. Wholesale Trade1,553286.919754,646098.731744,628555.207713,775808.19461,768719.699026,13.603843733097005,22.299471803437743,-2.7153007998708083,-0.9136917646975122,SIBCS30062026.xlsx,Statement 1,
    3.7.2. Retail Trade,498991.228623,538451.495115,533217.769434,600723.000013,593735.907321,6.859146784092878,11.34961011356369,-0.9719957560675442,-1.1631138963963044,SIBCS30062026.xlsx,Statement 1,
  3.8. Commercial Real Estate,470845.382307,523264.418947,540748.222615,627117.455526,642082.3098780001,14.84624102406977,18.7396061651316,3.3412941975270947,2.3862921084612703,SIBCS30062026.xlsx,Statement 1,
"  3.9. Non-Banking Financial Companies (NBFCs)2            of which,",1547284.408979,1635102.1619060002,1562084.079779,2069731.673261,2088394.8825979999,0.9564932415861257,33.692860047166036,-4.465658711005846,0.9017212027100439,SIBCS30062026.xlsx,Statement 1,
    3.9.1. Housing Finance Companies (HFCs),325158.028645,323181.87,308772.81,373339.12,369646.67,-5.0391554879578315,19.714773460784965,-4.458498863194275,-0.989033777119315,SIBCS30062026.xlsx,Statement 1,
    3.9.2. Public Financial Institutions (PFIs),213777.395483,228678.443837,207145.831132,348765.625849,355794.678884,-3.102088663778937,71.76048242905559,-9.41610951329906,2.015408777137704,SIBCS30062026.xlsx,Statement 1,
  3.10. Other Services3,979049.338007,1123459.106523,1119469.722601,1271520.146804,1219270.361298,14.342523828252254,8.914992221953181,-0.3550982762823221,-4.109237721268615,SIBCS30062026.xlsx,Statement 1,
4. Personal Loans,5472084.540017,5971696.129846,6080166.112041,6939750.450551,7015041.440791,11.112430145717573,15.375818876043484,1.816401568942481,1.084923597418713,SIBCS30062026.xlsx,Statement 1,
  4.1. Consumer Durables,24428.323671,23200.658602,23526.444544,21961.925281,22906.368837,-3.6919403031762643,-2.6356541288689503,1.4042098872655195,4.300367767925483,SIBCS30062026.xlsx,Statement 1,
  4.2. Housing (Including Priority Sector Housing),2786546.694552,3010476.605355,3037367.439656,3355962.521179,3369034.195335,9.001131960012787,10.919546688647024,0.8932417628878728,0.3895059635948387,SIBCS30062026.xlsx,Statement 1,
"  4.3. Advances against Fixed Deposits (Including FCNR              (B), NRNR Deposits etc.)",123236.984309,141842.08336,143176.898564,169107.20695,154712.261367,16.180138102863154,8.056720685176524,0.9410572464676843,-8.512319399406882,SIBCS30062026.xlsx,Statement 1,
"  4.4. Advances to Individuals against share, bonds, etc.",9261.762899,10079.513133,9411.501121,10545.96245,10191.726835,1.6167356434504203,8.290130383760703,-6.6274234001734795,-3.358969052653903,SIBCS30062026.xlsx,Statement 1,
  4.5. Credit Card Outstanding,267978.920474,284366.260475,290677.780773,294460.779546,294534.609379,8.470390230265256,1.3268398416086444,2.219503919859309,0.025072891919188003,SIBCS30062026.xlsx,Statement 1,
  4.6. Education,121102.420226,137456.056824,138130.919525,155823.789461,157517.024755,14.061237807817223,14.034587836426688,0.4909661433574411,1.0866346530635305,SIBCS30062026.xlsx,Statement 1,
  4.7. Vehicle Loans,586821.60683,622793.449718,637883.926188,738677.683697,748449.557754,8.701506345998032,17.33318978998909,2.423030697710925,1.322887407142554,SIBCS30062026.xlsx,Statement 1,
  4.8. Loans against gold jewellery4,107544.051283,206284.024542,250263.300661,461372.808453,514281.236148,132.7077115613184,105.49606545972625,21.319768322653452,11.467608564189973,SIBCS30062026.xlsx,Statement 1,
  4.9. Other Personal Loans,1445163.775774,1535197.477836,1549727.901009,1731837.773534,1743414.46038,7.235451579112377,12.49810106954223,0.9464856074074469,0.6684625444089187,SIBCS30062026.xlsx,Statement 1,
Priority Sector (Memo),,,,,,,,,,SIBCS30062026.xlsx,Statement 1,
  (i)     Agriculture and Allied Activities5,2048111.994622,2287794.295478,2278298.868748,2652747.004675,2593708.559038,11.238978861040419,13.844087560967289,-0.4150472246901037,-2.225558846469524,SIBCS30062026.xlsx,Statement 1,
  (ii)    Micro and Small Enterprises6,2030738.846094,2239408.718898,2410440.686639,2896912.498024,2981385.672969,18.697718875833452,23.686332109092355,7.637371699846011,2.9159726088592497,SIBCS30062026.xlsx,Statement 1,
  (iii)   Medium Enterprises7,502485.726779,601450.822701,610174.695417,709162.716909,719024.06222,21.43124926717829,17.839049639482536,1.45047149105603,1.3905617252387823,SIBCS30062026.xlsx,Statement 1,
  (iv)   Housing,762822.441067,746651.293154,750400.400601,1043835.959677,1042876.920428,-1.6284314405623317,38.97606125912966,0.5021229429822628,-0.09187643327565259,SIBCS30062026.xlsx,Statement 1,
  (v)    Educational Loans,61277.381277,62825.537219,63136.38179,77289.145552,77399.004024,3.0337466684428316,22.590179908375767,0.4947742347454123,0.1421395866332615,SIBCS30062026.xlsx,Statement 1,
  (vi)   Renewable Energy,5694.67,10324.84,12249.99,13010.67,14388.73,115.11325502619114,17.459116293156157,18.645809523440555,10.591768141071901,SIBCS30062026.xlsx,Statement 1,
  (vii)  Social Infrastructure,839.88,1316.48,833.53,1486.04,1422.9,-0.7560603895794664,70.7077129797368,-36.684947739426356,-4.248876207908258,SIBCS30062026.xlsx,Statement 1,
  (viii)  Export Credit,11996.762283,12361.455188000002,12865.568372999998,11269.770148000001,11622.752491000001,7.242004713481228,-9.660015367904006,4.078105508883526,3.1321166125348348,SIBCS30062026.xlsx,Statement 1,
  (ix)   Others,62051.224689,49552.334361,47274.699858,44819.666828,41979.875727,-23.81342979942744,-11.200122151815188,-4.596422211730565,-6.33603795382502,SIBCS30062026.xlsx,Statement 1,
  (x)    Weaker Sections including net PSLC- SF/MF,1640312.969909,1864606.180081,1832760.756347,2071082.657476,1998774.724683,11.732382171475264,9.058136353099018,-1.707890066770925,-3.491310814273376,SIBCS30062026.xlsx,Statement 1,
"Notes:
(1) Data are provisional.  Bank credit, Food credit and Non-food credit data are based on fortnightly Section-42 return, which covers all scheduled commercial banks (SCBs), while sectoral non-food credit data are based on sector-wise and industry-wise bank credit (SIBC) return, which covers select banks accounting for about 95 per cent of total non-food credit extended by all SCBs.  Data for the fortnights corresponding to the Section-42 fortnights are not available for the SIBC return. Therefore, reference periods (fortnights dates) considered for arriving sectoral non-food credit growth rates are different than the reference period for arriving growth rates of Section-42 data.      ",,,,,,,,,,SIBCS30062026.xlsx,Statement 1,
"(2) With effect from December 31, 2025, definition of last reporting fortnight has been changed to the last day of the month under the Banking Laws (Amendment) Act 2025. Accordingly, the y-o-y growth rates from December 2025 onwards are based on end-of-month data for the current year and data for the last reporting fortnight (as per old definition) for the corresponding month of the previous year.",,,,,,,,,,SIBCS30062026.xlsx,Statement 1,
1 Wholesale trade includes food procurement credit outside the food credit consortium.,,,,,,,,,,SIBCS30062026.xlsx,Statement 1,
"2 NBFCs include HFCs, PFIs, Microfinance Institutions (MFIs), NBFCs engaged in gold loan and others.        ",,,,,,,,,,SIBCS30062026.xlsx,Statement 1,
"3 “Other Services” include Mutual Fund (MFs), Banking and Finance other than NBFCs and MFs, and other services which are not indicated elsewhere under services.",,,,,,,,,,SIBCS30062026.xlsx,Statement 1,
"4 Since May 2024, a bank has changed the classification of a category of agricultural loan into “Loans against gold jewellery” under retail segment.",,,,,,,,,,SIBCS30062026.xlsx,Statement 1,
5 “Agriculture and Allied Activities” under the priority sector also include priority sector lending certificates (PSLCs).        ,,,,,,,,,,SIBCS30062026.xlsx,Statement 1,
6 “Micro and Small Enterprises” under the priority sector include credit to micro and small enterprises in industry and services sectors and also include PSLCs.,,,,,,,,,,SIBCS30062026.xlsx,Statement 1,
7 “Medium Enterprises” under the priority sector include credit to medium enterprises in industry and services sectors.       ,,,,,,,,,,SIBCS30062026.xlsx,Statement 1,
,,,,,,,,,,SIBCS30062026.xlsx,Statement 2,(Rs. Crore)
,Outstanding as on,,,,,Variation (Year-on-Year),,Variation (Financial Year),,SIBCS30062026.xlsx,Statement 2,Industry
,"31.May,2024","21.Mar,2025","30.May,2025","31.Mar,2026","31.May,2026","30.May,2025 / 31.May,2024","31.May,2026 / 30.May,2025","30.May,2025 / 21.Mar,2025","31.May,2026 / 31.Mar,2026",SIBCS30062026.xlsx,Statement 2,
,,,,,,%,%,%,%,SIBCS30062026.xlsx,Statement 2,
,55382.803767,56817.556194,53966.763185,60930.816283,60595.819891,-2.556823572814033,12.283591445489051,-5.01745094292007,-0.5497979715946569,SIBCS30062026.xlsx,Statement 2,2.1. Mining and Quarrying (incl. Coal)
,207426.079715,219524.798106,223646.752862,250187.008269,255077.584785,7.819977685200882,14.053784157731206,1.877671584970396,1.954768374999582,SIBCS30062026.xlsx,Statement 2,2.2. Food Processing
,26621.853473,28521.702093,25414.153156,29742.416505,25000.148219,-4.5364997528247,-1.629032981971542,-10.895383897031435,-15.94446196126256,SIBCS30062026.xlsx,Statement 2,2.2.1. Sugar
,18769.191803,20927.253641,20412.853989,26225.645787,28948.46599,8.757234745383553,41.81488784272713,-2.4580370689071445,10.382280860171212,SIBCS30062026.xlsx,Statement 2,2.2.2. Edible Oils and Vanaspati
,5671.29421,5083.83262,4922.667074,5126.835226,4992.462243,-13.200287417287774,1.4178324057021126,-3.170158383381241,-2.6209733115382203,SIBCS30062026.xlsx,Statement 2,2.2.3. Tea
,156363.740228,164992.009752,172897.078643,189092.110751,196136.508333,10.573639637227965,13.441192802328997,4.791182859631873,3.7253788928699407,SIBCS30062026.xlsx,Statement 2,2.2.4. Others
,30995.740358,35515.454614,34196.312864,40158.258454,37364.304267,10.325846290598227,9.264131532540421,-3.714275276318732,-6.957358945733137,SIBCS30062026.xlsx,Statement 2,2.3. Beverage and Tobacco
,255645.960587,277267.085246,272947.398215,301868.423255,300962.944187,6.76773362202688,10.264082440504604,-1.5579516144757748,-0.29995819312147554,SIBCS30062026.xlsx,Statement 2,2.4. Textiles
,98238.214501,107494.595816,103918.658921,110268.444554,107218.776317,5.7823164324125385,3.17567357995717,-3.326620159697132,-2.7656762996294373,SIBCS30062026.xlsx,Statement 2,2.4.1. Cotton Textiles
,4258.579043,4288.234703,4323.901722,4994.105944,5196.416897,1.5339078678690592,20.178885439524347,0.8317412984659465,4.050994417590596,SIBCS30062026.xlsx,Statement 2,2.4.2. Jute Textiles
,45134.251416,49186.259419,48217.297058,52031.983847,52111.758717,6.830833669054859,8.076897496588,-1.9699858709436806,0.1533189090667228,SIBCS30062026.xlsx,Statement 2,2.4.3. Man-Made Textiles
,108014.915627,116297.995308,116487.540514,134573.88891,136435.992256,7.843939735376819,17.124966029824034,0.16298235020991514,1.383703303131354,SIBCS30062026.xlsx,Statement 2,2.4.4. Other Textiles
,12454.388573,12979.843088,13163.731722,14147.201015,14328.331321,5.695527683613411,8.847032312681154,1.4167246302846894,1.2803260928288938,SIBCS30062026.xlsx,Statement 2,2.5. Leather and Leather Products
,24279.343212,27825.967375,28242.936424,31055.061203,31564.176069,16.32496059465482,11.759540846389159,1.4984889595415167,1.639394180137111,SIBCS30062026.xlsx,Statement 2,2.6. Wood and Wood Products
,46964.332132,52847.593915,52523.297704,58963.985152,60639.605997,11.836568986812637,15.452777429818331,-0.6136442304669506,2.841770007031423,SIBCS30062026.xlsx,Statement 2,2.7. Paper and Paper Products
,139873.556891,154178.5291,137814.273929,204180.229698,194143.38907,-1.4722460826564567,40.87320822081173,-10.613835315802104,-4.915677018703206,SIBCS30062026.xlsx,Statement 2,"2.8. Petroleum, Coal Products and Nuclear Fuels"
,256290.596579,267814.870041,268415.210296,307905.567082,320393.721261,4.730807091185127,19.364964790065258,0.2241624055109717,4.055839034464166,SIBCS30062026.xlsx,Statement 2,2.9. Chemicals and Chemical Products
,39051.248463,32011.209754,32606.645683,30585.683931,35029.058676,-16.502936611888583,7.429200220564135,1.8600856811592255,14.527629184372875,SIBCS30062026.xlsx,Statement 2,2.9.1. Fertiliser
,83035.854245,88524.293888,85596.513216,104391.409087,104969.625137,3.083799154332421,22.633062017505985,-3.3073188651515153,0.5538923701260722,SIBCS30062026.xlsx,Statement 2,2.9.2. Drugs and Pharmaceuticals
,27276.7569,28797.461456,33797.031189,36807.94201,38596.493329,23.90414048453099,14.20083945586939,17.361147407520296,4.859145122848987,SIBCS30062026.xlsx,Statement 2,2.9.3. Petro Chemicals
,106926.736971,118481.904944,116415.020208,136120.532054,141798.544118,8.87363021240735,21.80433750270967,-1.7444729108439787,4.171311982344788,SIBCS30062026.xlsx,Statement 2,2.9.4. Others
,88461.019393,103464.613501,101919.134147,112778.582259,113849.165093,15.213610295638263,11.70538883188811,-1.4937274703926269,0.9492785000093098,SIBCS30062026.xlsx,Statement 2,"2.10. Rubber, Plastic and their Products"
,12234.836134,13442.791875,13657.187308,16286.833106,15898.089352,11.625420711989417,16.408225159856617,1.594872813576158,-2.386859074873111,SIBCS30062026.xlsx,Statement 2,2.11. Glass and Glassware
,59704.493857,59752.607309,59399.822179,65112.661766,68532.94416,-0.5102994068247643,15.375672259552466,-0.5904096003302933,5.252868338099453,SIBCS30062026.xlsx,Statement 2,2.12. Cement and Cement Products
,389195.497315,433501.154395,430564.554092,518062.281776,522177.840715,10.629377025787502,21.277479939378548,-0.6774146442812528,0.7944139312538288,SIBCS30062026.xlsx,Statement 2,2.13. Basic Metal and Metal Product
,275230.590349,300156.039772,293135.090101,356663.326486,359414.49688,6.505272444206356,22.610533169592006,-2.339099914941961,0.7713634090462077,SIBCS30062026.xlsx,Statement 2,2.13.1. Iron and Steel
,113964.906966,133345.114622,137429.463991,161398.95529,162763.343835,20.58928283247786,18.434096378094786,3.062991381857604,0.8453515343692745,SIBCS30062026.xlsx,Statement 2,2.13.2. Other Metal and Metal Product
,199304.808859,240135.894273,240058.8298,317373.700061,324313.574444,20.448087115565684,35.09754034633723,-0.0320920257395567,2.1866570486672825,SIBCS30062026.xlsx,Statement 2,2.14. All Engineering
,44087.197233,52863.096541,52810.663166,59905.307025,65407.244782,19.78684625129751,23.8523450773665,-0.09918710486309444,9.1843912171319,SIBCS30062026.xlsx,Statement 2,2.14.1. Electronics
,155217.611627,187272.797732,187248.166634,257468.393037,258906.329662,20.635902505684665,38.269086590345566,-0.013152523109769167,0.5584905424850967,SIBCS30062026.xlsx,Statement 2,2.14.2. Others
,112144.547239,119450.200207,117960.999668,141075.560129,149078.8119,5.186567311742853,26.379746119124754,-1.2467124679735178,5.673024982982033,SIBCS30062026.xlsx,Statement 2,"2.15. Vehicles, Vehicle Parts and Transport Equipment"
,83070.766138,85813.54569,87048.300725,121355.091929,117923.160036,4.788127968378636,35.46865252262511,1.4388812687690666,-2.828008152313779,SIBCS30062026.xlsx,Statement 2,2.16. Gems and Jewellery
,144495.591848,160037.036601,159998.000099,179323.305745,181625.262214,10.728637498718657,13.517207778608453,-0.02439216748141082,1.2836906276272912,SIBCS30062026.xlsx,Statement 2,2.17. Construction
,1365070.194788,1364368.718422,1347933.727232,1490126.393523,1504608.031251,-1.2553543122858484,11.623294295093624,-1.204585752230404,0.9718395560904168,SIBCS30062026.xlsx,Statement 2,2.18. Infrastructure
,665808.617095,692159.941731,692947.796329,842654.827977,858054.738441,4.076123158695575,23.826750440174564,0.11382551206730399,1.8275466955991015,SIBCS30062026.xlsx,Statement 2,2.18.1. Power
,139231.453969,123849.801843,105082.190221,108701.432686,97751.786194,-24.526974885720406,-6.975876703353165,-15.15352575678,-10.073139075939924,SIBCS30062026.xlsx,Statement 2,2.18.2. Telecommunications
,346152.068689,334146.511227,342408.6388,338134.90822,339986.172754,-1.0814408543556169,-0.707478074878529,2.4726062656351417,0.5474928760669491,SIBCS30062026.xlsx,Statement 2,2.18.3. Roads
,7555.87,9155.73,9427.74,6684.13,8065.12,24.773718976107318,-14.453304821728219,2.9709264034653735,20.660729219808708,SIBCS30062026.xlsx,Statement 2,2.18.4. Airports
,6411.51,5915.78,5181.88,8794.11,9474.03,-19.17847745694852,82.82997676518947,-12.405802785093423,7.731538495652204,SIBCS30062026.xlsx,Statement 2,2.18.5. Ports
,13105.148442,13414.976677,11312.038231,6730.318654,7059.262462,-13.682486840464584,-37.595132567228326,-15.676049959933897,4.887492330017692,SIBCS30062026.xlsx,Statement 2,2.18.6. Railways (other than Indian Railways)
,186805.526593,185725.976945,181573.443651,178426.665987,184216.9214,-2.8008180686213366,1.4558724535075613,-2.2358387137356153,3.245173797857031,SIBCS30062026.xlsx,Statement 2,2.18.7. Other Infrastructure
,253975.681706,300921.291372,290154.715904,353413.386342,350826.80694,14.2450780936895,20.910255015835705,-3.57787095054379,-0.7318849545492192,SIBCS30062026.xlsx,Statement 2,2.19. Other Industries
,3736970.239091,3985659.551324,3933611.948356,4584304.347049,4623903.562952,5.262062491373543,17.54854377246078,-1.3058717709772927,0.8637998899111207,SIBCS30062026.xlsx,Statement 2,Industries (2.1 to 2.19)
,,,,,,,,,,SIBCS30062026.xlsx,Statement 2,"Note: With effect from December 31, 2025, definition of last reporting fortnight has been changed to the last day of the month under the Banking Laws (Amendment) Act 2025. Accordingly, the y-o-y growth rates from December 2025 onwards are based on end-of-month data for the current year and data for the last reporting fortnight (as per old definition) for the corresponding month of the previous year."
(Rs. Crore),,,,,,,,,,SIBCS29052026.xlsx,Statement 1,
Sector,Outstanding as on,,,,,Variation (Year-on-Year),,Variation (Financial Year),,SIBCS29052026.xlsx,Statement 1,
,"3.May,2024","21.Mar,2025","2.May,2025","31.Mar,2026","30.Apr,2026","2.May,2025 / 3.May,2024","30.Apr,2026 / 2.May,2025","2.May,2025 / 21.Mar,2025","30.Apr,2026 / 31.Mar,2026",SIBCS29052026.xlsx,Statement 1,
,,,,,,%,%,%,%,SIBCS29052026.xlsx,Statement 1,
I. Bank Credit (II + III),16631720.36148,18243972.334670212,18284956.7916154,21361434.744850088,21211828.314993005,9.940261104704415,16.006991740443855,0.22464656377110867,-0.7003575913511637,SIBCS29052026.xlsx,Statement 1,
II. Food Credit,37779.72,36531.16,62446.15,70271.35,103915.28,65.2901344954383,66.4078249820045,70.93941172412809,47.877164733564946,SIBCS29052026.xlsx,Statement 1,
III. Non-food Credit,16593410.629999999,18207404.40724521,18223866.6951554,21291163.394850086,21107913.034993004,9.82592488977296,15.82565537863758,0.09041534719599405,-0.8606873962622776,SIBCS29052026.xlsx,Statement 1,
,"19.Apr,2024","21.Mar,2025","18.Apr,2025","31.Mar,2026","30.Apr,2026","18.Apr,2025 / 19.Apr,2024","30.Apr,2026 / 18.Apr,2025","18.Apr,2025 / 21.Mar,2025","30.Apr,2026 / 31.Mar,2026",SIBCS29052026.xlsx,Statement 1,
1. Agriculture and Allied Activities,2115986.040223,2287060.099496,2309630.692594,2644249.776114,2626040.14213,9.151508974538988,13.699568963583225,0.9868823780789164,-0.6886502987913988,SIBCS29052026.xlsx,Statement 1,
"2. Industry (Micro and Small, Medium and Large)",3686690.04219,3985659.551324,3943926.906275,4584304.347049,4537732.351008,6.9774475516307275,15.056198018990246,-1.0470699895864652,-1.0159010509627078,SIBCS29052026.xlsx,Statement 1,
  2.1. Micro and Small,738532.627774,798472.66076,806396.46886,1059416.599847,1049053.121455,9.189010550630288,30.091482535636953,0.9923706207370967,-0.9782250338060363,SIBCS29052026.xlsx,Statement 1,
  2.2. Medium,311741.287304,363245.019249,368211.945757,442584.873546,441428.820557,18.114590768957612,19.88443765708763,1.3673763561215513,-0.26120481247758565,SIBCS29052026.xlsx,Statement 1,
  2.3. Large,2636416.127111,2823941.871316,2769318.491657,3082302.873656,3047250.408996,5.041023804221498,10.036112428971705,-1.934295468820841,-1.1372167530838204,SIBCS29052026.xlsx,Statement 1,
3. Services,4559126.289284,5093565.107574,5021392.428615,6061400.065605,5954519.015937,10.139358069934003,18.583024541250094,-1.4169383807754026,-1.7633063073082618,SIBCS29052026.xlsx,Statement 1,
  3.1. Transport Operators,237410.284126,261574.761822,263408.807721,286807.455291,286206.146185,10.950883484559524,8.65473659033708,0.7011555267124917,-0.2096560235471918,SIBCS29052026.xlsx,Statement 1,
  3.2. Computer Software,24773.971429,32915.202169,33451.083292,45737.831611,51095.897736,35.025114515320375,52.748110696372706,1.6280657194465205,11.714735780590386,SIBCS29052026.xlsx,Statement 1,
"  3.3. Tourism, Hotels and Restaurants",77346.923469,83366.436558,84964.721769,102559.286533,102767.191085,9.848870463546161,20.952777747452547,1.9171806748487206,0.20271645701542226,SIBCS29052026.xlsx,Statement 1,
  3.4. Shipping,6883.46,7304.35,7778.01,10383.57,10943.89,12.99564463220532,40.7029561545948,6.484629022431836,5.3962172932815955,SIBCS29052026.xlsx,Statement 1,
  3.5. Aviation,45034.73,46071.8,46571.46,52687.58,52704.09,3.412322001264348,13.168215039854875,1.084524589879267,0.031335658232917056,SIBCS29052026.xlsx,Statement 1,
  3.6. Professional Services,173432.627677,195956.642789,194449.580846,218323.871955,219386.143529,12.118223341539775,12.824179190568291,-0.769079282820111,0.48655768354041234,SIBCS29052026.xlsx,Statement 1,
  3.7. Trade,1020057.989718,1184550.226859,1161709.770263,1376531.194623,1317230.156304,13.886639972709805,13.387197906219871,-1.9281965490450137,-4.308005408859712,SIBCS29052026.xlsx,Statement 1,
    3.7.1. Wholesale Trade1,536069.582926,646098.731744,619649.70849,775808.19461,731935.032912,15.59128296513282,18.120774186374376,-4.093650390336897,-5.6551557463317526,SIBCS29052026.xlsx,Statement 1,
    3.7.2. Retail Trade,483988.406792,538451.495115,542060.061773,600723.000013,585295.123392,11.998563223014775,7.9760647699415985,0.6701748793973159,-2.568218067339878,SIBCS29052026.xlsx,Statement 1,
  3.8. Commercial Real Estate,461136.655986,523264.418947,540775.162595,627117.455526,635403.651746,17.270044698293898,17.498675178961516,3.3464426423715268,1.3213148744280967,SIBCS29052026.xlsx,Statement 1,
"  3.9. Non-Banking Financial Companies (NBFCs)2            of which,",1540061.357864,1635102.1619060002,1609971.837815,2069731.673261,2056412.246081,4.539460690576832,27.729702953804086,-1.5369268463143868,-0.6435340074307541,SIBCS29052026.xlsx,Statement 1,
    3.9.1. Housing Finance Companies (HFCs),323712.26,323181.87,314914.21,373339.12,367439.03,-2.717861226510231,16.679088568280232,-2.5582066221722077,-1.5803567544702972,SIBCS29052026.xlsx,Statement 1,
    3.9.2. Public Financial Institutions (PFIs),220647.078328,228678.443837,220805.97127,348765.625849,346877.000454,0.07201225740401858,57.095842317525566,-3.442594953379786,-0.541517069063931,SIBCS29052026.xlsx,Statement 1,
  3.10. Other Services3,972988.289016,1123459.106523,1078311.994315,1271520.146804,1222369.603272,10.824765980021786,13.359548045138178,-4.018580822912725,-3.865494672305518,SIBCS29052026.xlsx,Statement 1,
4. Personal Loans,5361906.988811,5971696.129846,5999591.976851,6939750.450551,6960421.991809,11.892876720366358,16.01492265916239,0.46713440199308537,0.2978715359477885,SIBCS29052026.xlsx,Statement 1,
  4.1. Consumer Durables,23316.635244,23200.658602,23081.131958,21961.925281,22301.649797,-1.010022602041607,-3.3771400918221963,-0.5151864266029674,1.5468794818908955,SIBCS29052026.xlsx,Statement 1,
  4.2. Housing (Including Priority Sector Housing),2741452.30653,3010476.605355,3008940.901407,3355962.521179,3351751.641192,9.757185789439259,11.393069887969526,-0.05101198744638268,-0.12547458323583055,SIBCS29052026.xlsx,Statement 1,
"  4.3. Advances against Fixed Deposits (Including FCNR              (B), NRNR Deposits etc.)",121725.865518,141842.08336,144156.573013,169107.20695,158015.599379,18.427231878407206,9.613870582751856,1.6317369275560796,-6.558920681765776,SIBCS29052026.xlsx,Statement 1,
"  4.4. Advances to Individuals against share, bonds, etc.",8472.338801,10079.513133,10487.736721,10545.96245,10110.944888,23.78797599267536,-3.5926896624467552,4.050032800329294,-4.1249678638861536,SIBCS29052026.xlsx,Statement 1,
  4.5. Credit Card Outstanding,259641.330573,284366.260475,287172.284904,294460.779546,298015.840843,10.603456033075389,3.7759757849281734,0.98676419077033,1.2073123294997645,SIBCS29052026.xlsx,Statement 1,
  4.6. Education,119124.686976,137456.056824,137454.293693,155823.789461,155697.662667,15.386908610045602,13.27231655254509,-0.0012826870206546666,-0.08094193732310563,SIBCS29052026.xlsx,Statement 1,
  4.7. Vehicle Loans,578496.89817,622793.449718,629690.924138,738677.683697,742869.616752,8.849490140732946,17.97368967465001,1.1075059352539998,0.5674914983243778,SIBCS29052026.xlsx,Statement 1,
  4.8. Loans against gold jewellery4,92832.383084,206284.024542,220953.340662,461372.808453,488761.100647,138.013216209336,121.20557181105256,7.111222574103546,5.936260588445598,SIBCS29052026.xlsx,Statement 1,
  4.9. Other Personal Loans,1416844.543914,1535197.477836,1537654.790356,1731837.773534,1732897.935642,8.5267114843993,12.697462818738211,0.16006491382878793,0.061216017123633996,SIBCS29052026.xlsx,Statement 1,
Priority Sector (Memo),,,,,,,,,,SIBCS29052026.xlsx,Statement 1,
